,101_1_222_nl_ho,101_2_222_nl_ho,101_3_222_nl_ho,101_4_222_nl_ho,101_5_222_nl_ho,101_6_222_nl_ho,101_7_222_nl_ho,101_8_222_nl_ho,101_9_222_nl_ho,101_10_222_nl_ho,101_11_222_nl_ho,101_12_222_nl_ho,101_13_222_nl_ho,101_14_222_nl_ho,101_15_222_nl_ho,101_16_222_nl_ho,101_17_222_nl_ho,101_18_222_nl_ho,101_19_222_nl_ho,101_20_222_nl_ho,101_21_222_nl_ho,101_22_222_nl_ho,101_23_222_nl_ho,101_24_222_nl_ho,101_25_222_nl_ho,101_26_222_nl_ho,101_27_222_nl_ho,101_28_222_nl_ho,101_29_222_nl_ho,101_30_222_nl_ho,101_31_222_nl_ho,101_32_222_nl_ho,101_33_222_nl_ho,101_34_222_nl_ho,101_35_222_nl_ho,101_36_222_nl_ho,101_37_222_nl_ho,101_38_222_nl_ho,101_39_222_nl_ho,101_40_222_nl_ho,101_41_222_nl_ho,101_42_222_nl_ho,101_43_222_nl_ho,101_44_222_nl_ho,101_45_222_nl_ho,101_46_222_nl_ho,101_47_222_nl_ho,101_48_222_nl_ho,101_49_222_nl_ho,101_50_222_nl_ho,101_51_222_nl_ho,101_52_222_nl_ho,101_53_222_nl_ho,101_54_222_nl_ho,101_55_222_nl_ho,101_56_222_nl_ho,101_57_222_nl_ho,101_58_222_nl_ho,101_59_222_nl_ho,101_60_222_nl_ho,101_61_222_nl_ho,101_62_222_nl_ho,101_63_222_nl_ho,101_64_222_nl_ho,101_65_222_nl_ho,101_66_222_nl_ho,101_67_222_nl_ho,101_68_222_nl_ho,101_69_222_nl_ho,101_70_222_nl_ho,101_71_222_nl_ho,101_72_222_nl_ho,101_73_222_nl_ho,101_74_222_nl_ho,101_75_222_nl_ho,101_76_222_nl_ho,101_77_222_nl_ho,101_78_222_nl_ho,101_79_222_nl_ho,101_80_222_nl_ho,101_81_222_nl_ho,101_82_222_nl_ho,101_83_222_nl_ho,101_84_222_nl_ho,101_85_222_nl_ho,101_86_222_nl_ho,101_87_222_nl_ho,101_88_222_nl_ho,101_89_222_nl_ho,101_90_222_nl_ho,101_91_222_nl_ho,101_92_222_nl_ho,101_93_222_nl_ho,101_94_222_nl_ho,101_95_222_nl_ho,101_96_222_nl_ho,101_97_222_nl_ho,101_98_222_nl_ho,101_99_222_nl_ho,101_100_222_nl_ho,101_101_222_nl_ho
39,5.1018249953,11.4255179917,10.2726395592,8.6051825156,5.831164645,11.0500615385,1.5842374635,3.4608486677,6.6495866683,7.8575418942,1.2365220106,13.2506783373,5.8303980198,11.6923658825,2.3643794472,7.6450529187,5.8265273545,8.1625942787,5.3584841117,10.8530009987,4.1500275712,9.7414773373,10.176559958,3.4033520761,5.2798335713,1.4993470966,6.045331895,4.7516244522,6.6648504988,7.0734798628,7.8234331838,9.5138158767,10.7183999569,10.6309402165,2.681186316,3.2140173355,13.3330548854,6.2255456948,3.0810421254,12.256552756,6.374347104,12.705456873,4.5995583771,4.3516793352,0.8150119028,7.0910350766,8.8984162642,5.0313102566,12.3185419461,1.9822044055,7.124246066,4.2468133063,6.6250554647,4.8749971701,6.3245973116,9.3542133264,8.0199101668,3.6383614666,10.3570613559,8.4522735677,11.9381153362,5.7203003482,6.6882261273,0.789901535,9.276152771,4.0963229026,8.8555238175,4.9461012122,2.5849578055,12.0266088089,3.1837132902,9.0150770678,8.9916533591,11.7385941364,6.9039686218,3.4056669549,5.7386887712,11.8153485703,11.0691363525,7.4395660891,6.0922093079,12.4432005042,5.2978232522,7.6903932931,11.7237019718,5.6952001365,3.924750195,10.3513180878,8.2243769975,3.2427721876,3.8864075975,14.301794065,5.8819658662,3.1477116728,9.2325999676,5.2807539944,3.676099701,8.1411910017,9.0264068304,4.5662226863,1.9024926819
40,5.0736071111,8.0984045954,9.9793631823,6.1385907565,6.7039105121,9.9718821609,1.9368541728,2.4600832051,8.8001056356,7.1121811276,2.5137617854,12.2135176525,5.7194296444,9.9469452536,2.3625996595,6.4601156313,5.8149872734,9.1717517583,4.1245886608,9.1009758035,4.7655761667,10.6128975608,10.2725980239,5.0413157136,6.4366161421,1.0279391351,5.4649532299,5.7336612397,6.3932204743,7.2158922183,8.6284785946,8.5785336198,10.7983503728,10.923426609,3.4213441821,2.5828483329,14.7938979593,5.6621195409,3.8750699728,12.651883168,5.9966507412,11.8254798887,5.2348789412,3.7709990489,0.1480023805,7.6835912869,8.3193735584,6.430994698,9.8132564108,3.2476099011,7.4231744435,4.2847038002,6.3666483573,5.6994129795,6.8556333219,9.7716437897,7.8638542835,5.4318927325,10.1566877341,8.1913787172,9.0296961052,4.3969107537,5.4299150951,0.396011631,8.3467945063,3.9720719628,6.783173827,4.3784575435,3.414183277,12.2961520198,3.873830375,8.3568444688,8.2911143805,10.8686881901,6.8520884435,2.907991264,3.5422827814,10.0244424593,9.2049781008,7.2508966079,4.3216034886,13.3880361567,5.7298633136,9.0231899742,10.20074313,4.8003024399,3.3466141214,9.8622734662,8.9234126781,4.4857561048,2.5533295812,14.0459298697,6.4541821845,3.289569292,7.7549995064,7.054783579,4.3938596383,8.123884645,8.4646975375,5.2843140212,2.0939843175
41,4.6521894445,7.2275052824,8.7914460161,3.4637186689,5.822532801,8.4480760693,0.982523535,2.3608751199,8.7572429459,6.5196542928,2.5377398811,12.2137828182,5.6066548334,8.6818441081,1.6490672766,4.6535486403,4.9996352193,8.8969617097,3.5927661118,8.8628036868,4.8656290431,11.203138379,11.4973763501,4.689582549,5.603116311,1.8956669046,5.9873384039,5.7696917797,4.886342163,7.9692295458,9.2361590461,7.2265085626,13.0519470677,10.8863120827,4.817133411,2.9771833502,14.0785965513,4.9014549176,5.5118939892,12.1406273346,7.0421850902,11.5391806789,4.9528102063,3.3600330195,0.8374026925,6.8248458919,7.2831623908,6.1941816915,8.9082552196,4.8245323259,7.3200011207,5.366415176,5.6322495417,7.4511687539,7.5718155563,10.3572486737,7.6700157268,5.5118215749,10.2285103743,9.395563301,8.1780070176,3.7510045132,3.8756626483,1.1516197841,7.3008375825,3.1162760442,5.5414167928,4.2201367017,4.7468097101,11.8330419687,4.4991768052,7.6365821436,8.6859649952,8.902201422,6.6620377832,1.3084765608,1.7967190721,8.9360963589,8.6156557885,5.0012884753,4.4516572021,12.2023031471,6.3842074997,9.0296678781,10.7745528822,3.5667049031,2.1894362004,8.7132274077,8.3325557946,3.4771755471,1.5201796963,13.9162056629,8.2616045473,6.1495655441,7.412048763,8.5079561054,4.1893542787,6.3218869834,7.3375470154,5.7371269151,2.3117596887
42,5.9208443723,6.0144066076,8.6204430052,3.5024456592,5.9590279297,7.464929176,0.1513940576,2.8523128582,7.6702936919,4.5259458099,3.0996227569,11.4682070446,6.3932084806,6.6745509692,2.3208282676,3.041761669,4.1202737243,8.3704965693,3.9078370067,10.2713622151,5.9076593938,11.5256781222,9.2305743748,4.8108036945,5.6192331104,2.2031023396,6.5420067445,5.2067619109,5.2452088063,7.1965655699,7.6236169039,7.4931632962,12.595622692,10.8440050958,4.175641047,4.4964789274,14.6174511048,2.7955487308,5.7219994158,10.3526652044,7.5403551815,11.2998433353,5.3263167598,3.7556582364,2.5044296167,5.7936344487,7.3464217549,6.3663921236,8.0916710604,6.7631321163,7.4282868401,4.6440050419,4.6312503953,10.1314310461,7.4759058573,11.0650275679,7.9993121305,5.1622924121,10.2336641863,8.7992288986,7.9243217981,3.0150366367,3.1180272195,2.0350831697,6.2295081981,4.8528233904,4.742094041,3.5716165824,7.779694918,10.7726807684,5.5052688105,8.6083174683,9.7463968467,8.4897695524,6.2791886084,1.4046396222,1.6701783524,6.9607851768,7.7494836117,3.6751497322,4.79250951,11.1388559419,6.933778712,9.3859827005,11.8108597576,2.8594258198,1.9593609628,7.6613919942,6.8974842031,2.018416466,2.7885016613,12.6063753032,9.2313282008,6.8214407674,7.4642849031,9.8873637134,4.0909300703,5.182391313,6.6423713928,6.7929348338,3.4376142163
43,5.499632376,5.7907305079,7.9200546314,4.1746253794,5.6343599984,6.8457305532,0.4575158129,3.9059547471,6.2070333951,2.2954586417,2.8196044728,10.6359860031,7.5277610371,5.9039122816,1.7809833282,2.6775079106,3.5829304278,7.7026999184,6.4427922943,10.2241408847,7.1953972635,12.6921999786,8.1950135949,6.7510482804,4.3852203526,2.4910919754,7.0543135155,3.830086543,5.7677117595,6.148498961,4.8771205402,8.0996443115,12.1039515379,11.2408099581,3.2013599565,4.7393902337,11.8816101848,2.0698966788,7.0170544308,8.4775573629,8.2851574516,12.6130005919,6.4314119089,2.9224345341,3.6596231797,6.2093147777,6.4781054993,6.2055317111,7.4645454562,8.886116523,6.9847342912,2.6134133866,3.840159283,9.8031676691,7.2464622941,11.1320383449,5.9827353291,4.9802199478,9.9359888232,8.9300263758,6.5138500732,3.6017555592,2.6536700814,3.6897462506,4.7428277304,5.3390547259,3.092434165,1.7870281173,8.3898186701,9.8899696339,8.3756510372,7.2087677945,10.9439953677,6.9624618186,6.3556002749,3.2893585944,2.3501765745,5.8229675268,6.7935879934,3.2908715311,5.9153199842,11.4158656225,6.0668359622,8.4365417949,13.4151986259,3.7105717231,2.2086093194,8.8505371201,6.4549566459,1.7070947861,3.3374935887,9.261867251,11.8014445799,6.5231950997,5.9703545348,9.7792570185,2.874025787,5.2622975368,8.2628481745,7.1543816877,5.216027174
44,4.3553874109,6.4610183931,6.622019478,5.2626125375,5.009438139,5.964037455,0.3065540564,5.260754568,5.822602329,1.9732477207,3.1269175678,10.9404999648,8.6900620856,6.4293040376,2.3079018729,3.2417394644,4.5919468014,7.839557246,6.2503681728,10.6294005381,8.0569720217,12.6110466824,6.246075274,7.6910722152,4.6080686554,1.3608028188,6.7676406294,3.1329139248,5.6728053765,5.7165298096,2.8183582379,6.5773892762,11.6075344026,11.3384587198,2.3610484282,5.1970470354,10.9266600499,1.0760160504,7.2367211644,7.2197737024,7.5608323101,12.821339961,6.2741567164,2.2553067882,3.9726212333,6.833940648,7.3126283708,5.8562289,7.30183807,9.961227,6.3525315268,1.9214387252,3.6856572202,10.1603554738,7.6781637384,11.1178531112,4.6754739509,3.6075822545,7.7343454409,7.1724045709,6.1572427645,3.3639598605,3.4241510412,4.9584521694,3.6546891846,5.5513922322,2.8969152794,1.4967484038,7.8236553071,9.4406649668,10.8453339005,6.5942087127,10.4120882006,7.4751907822,6.3502196279,4.5124117812,3.090074858,5.0888713976,5.849719836,3.5868228587,6.2309542449,11.5353056821,6.3471984805,8.0689710839,12.8690722869,4.9688881971,4.0374039372,10.4089607709,6.4538599988,2.2908036349,3.1484690281,8.3495725971,12.1133686341,5.3976339683,5.8823465478,9.3455112435,3.0749437327,6.078203413,8.2244801905,7.6534536563,5.8363537754
45,4.2099872478,7.5314667459,4.8868055276,5.2172800364,4.2552407407,6.6087888744,1.5474272264,4.1458566039,4.8764532889,3.1485338355,1.4802827973,11.4574338767,10.2711224339,6.4080880944,1.8225101017,3.7625489711,3.6420058943,7.2298878142,5.671548447,11.2760348037,8.3166319476,12.7503774615,4.5034401617,8.4295009382,4.7981256771,1.3280916912,7.1825419032,4.0966010129,5.0575523981,6.3076698515,1.6329893309,6.5950588278,11.2343475159,11.3367274739,3.8230792338,6.6531946969,9.8593993228,1.0620522674,8.6005546003,7.1737868855,6.2713302438,11.6231973855,5.5931094512,0.8417848533,4.7435630498,7.0066875717,8.058188002,5.1598086223,7.1438427949,10.4434620095,8.1083213651,1.8383232017,5.1932405692,8.4555567241,8.4410703378,11.7197936828,2.2568166498,3.8996075278,7.2899748057,5.6357781494,6.3261111733,3.4268088163,4.4226132602,8.1898823602,2.3556900488,5.1683409265,3.5365105134,2.0291525385,6.6471157758,8.3333349018,12.2815866486,5.5257699875,9.2948369824,8.7570880502,7.1838183437,5.31001164,5.1598874875,5.984577196,6.5971759471,4.6044592376,4.6593966658,11.7594464029,6.7978331595,8.2985405904,10.7146013211,5.0999261313,5.3259467007,10.0770043783,7.522941656,3.6370346007,3.3501872821,7.2351468629,12.5132337578,5.0423975378,6.5850556792,10.3365790812,4.1170035045,6.2452018638,8.1188721355,9.8641392148,7.4501777571
46,3.2918420002,9.4636158985,2.5133882983,5.3381456398,4.5873464723,7.3764931847,1.922634903,2.4156327226,6.1085345987,2.6321014025,0.9655294176,12.4618928818,9.9159794874,5.0647559665,2.5719368921,4.5140713384,2.8886045572,6.9385460882,5.5535173167,10.2577776513,9.039063389,11.6927385573,3.8062399177,8.4703842802,5.5475600147,2.2361543876,5.439511059,4.1688035222,5.096717274,6.3617387226,3.0416999118,7.1946840009,12.2724408645,12.0445414944,4.9152589581,6.1689311047,11.09002874,3.5633990559,7.6364430168,6.309923112,4.9777331411,12.1051423632,5.545635482,1.1153387651,4.5474527619,7.5094693694,9.1108676201,5.9442196812,6.8207293021,12.4271760931,7.7691768708,3.3436178311,5.7118510516,7.5811198246,9.0528380203,12.5503952496,2.8450643791,6.169002998,7.736051801,5.8675998203,7.3361157503,4.5989094891,6.1691033559,9.5919557334,1.6745739059,4.8667249899,3.8702048286,2.9158913902,5.6190186628,7.9282510072,14.8825236104,5.6632350298,8.1192935374,9.8995603221,7.9068774473,6.8928169444,6.1969800239,6.3687030023,6.1682829604,6.2024684358,3.7875873379,13.811258798,6.818633584,8.3408574756,8.9663788426,4.8689723921,6.8841102185,10.3380951254,8.3057385052,3.8246783306,2.5926173639,6.8612145517,11.5635178755,4.5193425338,6.5403646221,10.6412087529,4.8956159442,6.012080512,7.4376392828,10.332563599,6.8057545177
47,3.5574237861,10.881377134,0.2780251556,4.8602886038,4.8219931059,7.0244978116,2.8148755036,1.9008662584,7.0646711005,3.5704017474,2.5204254538,11.0675004322,8.3186875497,4.5875313817,3.101545286,6.8562040684,3.1747640274,7.0585363696,5.9628253767,9.8041272579,9.5361500776,9.5211221642,4.4930055713,9.7409764845,5.1060275991,3.1646571807,5.3837181294,4.5024359117,5.5774096803,6.6793323238,2.4573416542,7.5755816057,12.0846528919,11.6408365668,4.1445850227,4.720925217,10.7926331298,3.9340449804,6.2652011655,4.229584321,4.1204341236,11.9217308766,6.9469195406,1.1108820884,4.21666757,8.4551927223,7.4496072244,5.4093504855,5.7121744734,12.4768644694,7.186659524,5.2316129501,4.2404838171,8.224836942,9.349213719,11.8882229039,4.3837165791,8.2938093255,7.3530028056,4.9503147548,6.2923039226,6.9313975638,8.0559161392,9.0776949793,2.3497168108,5.0897549989,4.8962965727,4.6637970077,6.1827326113,6.9657736767,14.4715487739,6.7135130868,8.1098822481,10.6507871148,6.9691476704,7.9660241838,6.5983092393,6.9284340225,5.8361215929,7.8232171525,3.3859276776,12.7117554342,8.608582149,8.2789856373,8.1791662181,4.4339720849,7.0622740705,10.9608916664,6.7263253773,4.1968136932,2.571278495,6.5932797644,10.5113740291,3.376279907,5.9627094089,11.3527149051,5.6790953707,7.5066596332,7.0551571741,9.5591691948,6.4431262197
48,5.0552619333,9.5340180054,0.652831178,6.4501792036,5.6522265726,5.9282491801,3.313308797,3.1050694277,8.0522536764,4.4102530517,3.0206515533,11.1246644039,5.7323216776,6.3475942494,4.5280171651,6.6015254287,4.2379124175,6.7098742962,6.510676515,10.6596811378,9.9188098762,9.3460820541,4.2299411097,10.5229096426,5.9715208797,3.8180379694,6.0946884896,3.2424223724,7.2141397389,6.089974385,2.2340283017,8.4924254753,10.3486444934,12.3733044535,4.3571590996,2.9136297303,10.3673775273,5.2533727045,5.7731347255,1.9283898245,3.3524599001,11.2566119026,6.6958434365,1.9550899378,3.9116199519,9.2701903771,6.6460322323,5.2203765387,5.3421754469,11.3338228421,6.8805924078,5.8540561157,4.1094718403,8.6303063807,9.4184021429,14.0830325282,5.5823357592,8.4600916921,7.0315336521,5.0762187692,4.8460468376,6.8320403411,8.8472021146,8.8118397055,2.434275734,6.8193760826,5.9879891582,6.7412387225,6.000710205,5.8543886266,13.4834130586,7.1922644203,9.1841559677,9.9282913492,6.8842968999,7.4697977416,9.0078513257,8.4957929771,6.0071812657,8.0493489909,3.2257044403,11.1143292226,9.5652498987,7.7163604323,7.7111756989,5.396303549,7.5298579473,11.806597696,4.746439461,4.9058651637,3.4539927172,4.7821230415,10.9580936133,2.1133805185,5.2742676095,12.0339636093,5.0342866339,8.0270231891,7.6392246152,11.0869409278,5.8044392467
49,6.1639529825,10.8625417384,1.2965834224,8.2844505049,5.219349554,5.106183476,3.8861538969,5.3617788835,9.1123046833,6.0840865382,3.7498731739,10.9590273287,5.0171607046,5.8963793307,6.731114363,6.6324154331,4.8960661679,6.4271296699,7.9159378761,11.4118353455,6.8650014953,8.7582036493,4.6723065006,11.2575157946,8.4238660641,5.4806894176,6.4729874253,3.6508002228,8.9615255225,5.7998653662,3.265961849,8.4531151167,8.865396188,12.6754371209,4.6795650615,3.094087712,9.4376440989,4.67937062,4.6857609847,2.6067546439,4.6176357084,9.4687816171,5.9514452798,2.8834117314,3.5314497157,8.9705221599,7.5686798252,3.682591299,5.6145028911,11.851564276,7.2236913841,6.2011113776,4.1735860536,8.9447548518,8.9808972211,14.2529652806,5.1065295468,7.5311806144,7.5972616748,6.2742883052,4.1087354446,6.1191426213,8.7852927715,7.8947777156,2.3188815983,7.9188182597,6.434628211,8.1206191904,6.3851070008,3.2746175545,11.3164532653,6.5305252056,10.6853334832,8.868676154,5.3764452752,6.7145177885,9.8687870529,8.5457680874,7.2876421544,9.9269157016,3.5946530734,8.7113443171,9.2849400322,6.6036516912,5.6270704071,4.8316998804,7.4606959957,11.6703733326,4.1472454476,4.0198586524,5.3533194474,5.7517928357,9.759277542,2.3384726413,3.6301954342,12.9539351495,5.485871119,8.0869376643,6.3432271325,11.086831272,4.4561874781
50,6.7577959981,10.1660602192,2.281809325,9.3231439188,5.2331708605,4.6721434268,4.0831848155,6.0112130729,10.4495448336,4.8271799635,3.8542660624,12.1777819953,5.5415866517,4.8713810758,8.5705503198,6.6518284256,4.2246399456,8.5101983853,8.9662366889,11.6183751637,5.2125509638,7.4333432714,5.4426837628,11.4157096278,9.6193216735,6.0056296815,8.0634587699,4.2905950201,12.2254450802,5.5888035491,3.5644434584,7.4355994911,7.7702528221,14.0577196945,5.3815174174,4.0550909688,8.0111844914,4.9270589901,4.0010255165,2.9930308139,6.6601562029,8.0016950466,5.0408206574,1.3909685395,3.2397526413,8.5917217559,8.0320758402,3.5211393423,4.8107522138,10.9530983759,7.1098228863,6.5188944018,4.1913013992,7.6801460653,8.9824922014,13.4057239903,3.6166574997,7.1514399131,8.0162553304,5.0452417343,5.4378481484,5.4180760813,9.9876715382,8.5006975013,3.9082886613,9.4798117284,7.4968365003,10.2958140536,7.2569547586,2.0981102397,9.7844932638,6.0955087832,11.8656489445,8.0620079158,5.7438176124,6.723377175,11.3416241556,8.0688739854,8.341850757,10.1206271469,4.8090022118,6.9347874568,8.7257309535,5.6799757602,4.4315018932,3.991502179,8.6661235685,11.4423232792,3.513555428,4.7290910104,7.4004646906,6.3498798606,7.6751637387,3.52475212,2.4054009514,12.4975564658,6.7286729316,7.3690628052,6.0600386684,10.2902373759,4.1869565917
51,5.8086075023,8.8347451131,2.9809919492,10.5818287207,6.4686866841,5.8641052282,4.547995055,6.0554742682,11.2333842878,3.9352841285,3.3164130585,10.8903778828,6.6621559327,4.4067828778,9.6363777915,6.7954601133,2.9855214248,9.243791074,6.4489038028,12.0287421241,5.365993303,7.2562977612,4.1364544778,10.2896394723,9.1060647874,4.5661729579,8.770088631,5.0685560394,14.6503645565,5.503105277,3.7716844759,7.1639182676,8.6226706643,13.2041083219,6.2014917237,2.693582644,6.2774702023,4.7157396301,4.1405455458,4.6561533259,8.0970244883,8.2012875955,5.6009514871,0.8263683779,4.5629692935,8.2402658053,9.7162278242,2.7615006741,3.0720171755,11.0994171518,7.3196475702,5.5561756186,3.9681764455,7.1270070677,8.6191915044,12.0552566896,4.0251343603,7.67077947,8.1427395932,4.5505949808,7.1454649216,5.3732348835,11.4469581217,8.9096648117,3.7182610495,9.9350566468,8.0790582278,10.7422273928,7.0452331553,2.2313845286,9.2318051064,6.2717781233,12.6087460253,6.2602124931,4.8127755642,6.8088807644,11.936401432,7.7846783315,7.8957720237,9.548026184,5.4021643319,4.852780761,8.7755269528,4.2648640379,5.1638355923,5.2669705112,8.2972447406,10.7129475139,3.1905816804,6.0283086531,7.0154495293,6.9167940289,8.4082107688,4.0294166304,1.4386070234,10.3812708083,7.5984741664,8.134866022,5.5334517106,8.56069026,4.8683045008
52,5.1172927865,6.5145238218,4.1819490262,9.6957344794,6.2853938917,6.068819541,6.6514647965,5.5468023917,10.0027931579,4.2398813177,4.9256269007,9.3820001662,9.457584608,4.4480986633,11.0020265592,5.7526524875,2.7417490446,9.6954630138,5.1351323985,11.2796777098,3.8677786061,5.3802562502,4.6067482987,8.6570406608,8.1366985175,3.2518191415,11.7354048296,5.3224757346,14.4906251482,5.0066522842,3.0751206243,7.9207091711,8.0302222596,11.5529818727,7.1001568346,1.9072302639,6.3276726024,3.6949738285,3.4231283115,5.72434572,8.3148015699,7.8424844957,6.4765565122,1.6387421555,6.3778169782,7.875688239,11.4878144719,2.1582382767,2.1190693581,13.3985155301,9.5305891135,3.6944532934,4.2649833735,6.2725363496,7.708347819,11.4102684251,4.6718911033,7.5239610366,6.7000321968,3.3510708627,7.9542483007,4.1967416453,11.0287729154,10.1156461055,4.0792731291,11.0860854104,6.8475040345,11.9063151609,7.0468306105,2.7469323549,11.0027404768,6.3238185626,11.3670545717,6.0469171831,5.5187344531,7.4057264468,11.9650339765,5.7141671404,8.0382955693,7.656628556,6.2278840428,5.4748690202,8.9275864655,3.3909277449,5.6702449939,5.416491612,9.1585131653,10.9718541136,3.5780181977,6.5112626752,5.3768553861,8.3671152807,9.1725180331,4.1146528512,1.0301894323,10.3383890237,6.7176577287,7.1968070384,5.5984099067,6.5289528828,6.157591455
53,4.7462982184,3.5948590228,4.751798167,7.988702898,5.917968749,6.9799929495,8.4554736119,4.8404018103,10.3134830813,4.7323228389,5.5583469057,8.2162142787,10.2589881836,4.5279352824,11.0013696217,4.9283065891,2.9037151458,9.0246757504,4.307896846,9.9784664546,2.5762308022,3.6181163361,4.119002464,8.1490318794,8.9771721307,3.0867373304,11.8658631131,7.2981632447,12.260022135,5.3000513869,2.4654343319,7.3241691114,6.867748165,11.8493083318,7.229686371,2.7242266253,7.2616094889,4.5304613719,4.2788110556,7.0167794561,7.8978967099,6.0720170292,6.6643418851,3.6677314327,9.3383377281,8.4039624532,11.6339282977,1.0208772666,1.1200458688,14.2180390312,9.940942607,3.2426291135,4.1519641184,5.8549689503,6.5271180015,12.1363072763,7.1316961937,7.804797,6.999494108,2.6316451209,7.1133010211,5.0524910677,10.3240035318,10.7880446614,2.4652907743,11.9450022729,5.1669995762,12.2087328387,6.9819916016,4.4672392041,11.2905678477,6.5891824563,9.227387701,5.9558325948,4.2503621816,7.6501059162,12.9102599117,5.764160697,9.1590710504,6.7169467733,8.1762959692,6.5731110942,7.8043861127,3.0300832182,4.9315508417,4.6255250297,9.9961973095,11.4969079989,3.3986903092,6.9972776953,5.982722712,9.9089767581,8.4877989537,3.7656632667,1.320778574,11.5800349376,6.2710059444,7.1403557943,6.7884768913,5.9077284703,6.955535353
54,2.1164386195,0.5290281471,6.1521285417,5.9356700383,5.8550772926,7.7406190606,8.3359260255,5.1745317068,10.0008050196,5.3706870183,7.9849374677,6.7418460511,11.9230254808,5.2978261601,11.287736546,3.8661856696,3.8466315042,8.3928670233,5.4890722968,10.1503946777,4.4084756574,3.1871055537,6.5066775252,10.0595110156,8.9514129289,2.5891548334,12.0162045603,7.8052086441,8.5749500859,4.9923666678,2.4437327253,5.790491104,6.4946001977,9.452113914,7.8523747004,4.5697702141,8.1128842782,5.7591494874,5.9346244907,7.4221628563,6.693453173,6.2760734865,5.7533927824,3.1635098003,9.8571591341,8.6822992562,11.6730050834,2.151978732,1.0070841408,13.6213180076,8.5888626637,3.5956053433,3.6254102911,4.01625312,6.0534071535,13.1450145373,7.3485161098,7.4321648585,7.3946004523,1.7042123037,7.4472203606,6.4850774779,10.2300893942,11.3003067157,2.4115156468,13.5395277075,3.8362727975,11.5242647651,6.906729424,4.3276049455,10.4881812523,7.0463346832,7.679840195,7.2650283441,2.5237141844,6.9173617003,13.1519011669,5.5717199516,9.3321835889,6.7402536695,8.8912955524,8.6927765469,6.70652848,1.2895208553,4.6276193966,3.6416779562,11.1809217847,10.5791152967,4.9685408583,6.9986276179,6.4262550298,10.359587841,8.5835797876,4.4363721045,4.4105458542,10.8816509257,8.4356029031,7.4865325279,6.9758502149,6.5676097793,6.0133107732
55,0.6732118248,1.0025123152,6.1684577758,3.7138020292,5.7231932332,7.3310636221,7.6401100031,5.3471701799,9.2831331718,4.2554421801,9.6937502908,6.0733892968,11.7275157734,6.355065737,12.1200306687,4.3481770665,3.3655424376,8.212935202,5.4908980189,10.4837830741,6.1586490834,3.1505529721,7.0245476359,11.3611344074,9.2641669631,3.1248447355,12.0790184206,9.1344239842,6.5082182203,5.9148063676,3.7350138949,4.4255607648,6.8305502503,8.0527331312,5.4012727092,6.9656811141,9.8219893993,7.531010031,7.1263786377,8.2047141161,5.5062988618,3.6076045766,3.2981831561,3.1371817194,11.4184423423,8.2377121046,11.0535400688,3.1774680874,0.4364642333,14.1570403129,8.5294676117,4.4525794982,1.9706842028,4.4339535485,4.8778989501,12.3507230555,8.0762118424,7.4874751623,8.2170652559,2.3554680475,5.1628708084,7.1467742061,11.1503149789,10.9069662156,2.141306262,13.0323020257,2.2833012504,11.6543144823,6.9797898146,4.5085772983,11.590830314,8.2207775773,7.8072381243,7.0583470103,2.5909628834,8.1565195736,12.7555061339,5.8241994964,8.4001201081,6.6075786167,11.6083046061,9.7121913524,6.278868591,1.2483863029,4.4476213833,3.2449339756,13.3435200118,9.8979671415,5.1060660396,6.6612972302,6.9981684145,11.0932855302,9.0882722804,5.1604598826,5.0187815171,10.9475478055,9.1672601482,8.4106212486,8.9857706601,8.4347197967,5.5962723155
56,0.6820490071,0.8484217078,7.1484771296,3.6329537104,4.9860778394,6.7774087794,7.2002246359,5.6554163154,9.5049760671,2.4339448468,11.342876302,6.4087896991,12.9284654353,7.5259378677,13.1313206021,4.9195360656,4.3991132717,8.3266403538,4.1448465912,10.9807346248,8.2322058268,3.0476426614,6.4050871995,12.5078350731,7.9395021587,0.8909474518,11.5785671348,9.752704789,5.8147187488,5.6868303766,5.9405738994,5.4646140521,6.3188659772,4.9479136325,4.8606832062,7.813422052,11.0227146998,9.0219458722,6.7683950657,8.480758902,5.6944666323,2.4472923345,1.4619483828,4.9093752907,9.7519857429,6.2111767703,10.6277502243,3.8634996053,0.8507990501,13.3038791952,9.0835805236,5.4871546999,3.2116336923,3.9126654809,6.7506113422,11.020967264,9.7747248726,5.7404046911,9.0319590032,2.3206901306,3.7832780958,6.6766738762,11.6829494339,12.2089927143,2.362571472,14.0683985097,3.390495287,10.9326015613,7.3713226538,5.271174045,12.0294847682,9.0789508467,7.3540882376,7.8777593971,1.5207024236,10.3184110779,13.1294255143,7.5807541089,9.4780884781,7.6237840333,12.6689448667,9.4333182111,4.4168944118,1.8232484043,3.1528251741,5.109427732,12.1309798343,10.2809801116,4.9542855322,5.4005032721,6.8148309192,12.8364139007,9.6826088656,5.076386229,4.6573880481,10.6530019974,8.8064828809,8.4691041909,8.9069753341,10.0909939745,3.9796702783
