,101_1_222_nl_he,101_2_222_nl_he,101_3_222_nl_he,101_4_222_nl_he,101_5_222_nl_he,101_6_222_nl_he,101_7_222_nl_he,101_8_222_nl_he,101_9_222_nl_he,101_10_222_nl_he,101_11_222_nl_he,101_12_222_nl_he,101_13_222_nl_he,101_14_222_nl_he,101_15_222_nl_he,101_16_222_nl_he,101_17_222_nl_he,101_18_222_nl_he,101_19_222_nl_he,101_20_222_nl_he,101_21_222_nl_he,101_22_222_nl_he,101_23_222_nl_he,101_24_222_nl_he,101_25_222_nl_he,101_26_222_nl_he,101_27_222_nl_he,101_28_222_nl_he,101_29_222_nl_he,101_30_222_nl_he,101_31_222_nl_he,101_32_222_nl_he,101_33_222_nl_he,101_34_222_nl_he,101_35_222_nl_he,101_36_222_nl_he,101_37_222_nl_he,101_38_222_nl_he,101_39_222_nl_he,101_40_222_nl_he,101_41_222_nl_he,101_42_222_nl_he,101_43_222_nl_he,101_44_222_nl_he,101_45_222_nl_he,101_46_222_nl_he,101_47_222_nl_he,101_48_222_nl_he,101_49_222_nl_he,101_50_222_nl_he,101_51_222_nl_he,101_52_222_nl_he,101_53_222_nl_he,101_54_222_nl_he,101_55_222_nl_he,101_56_222_nl_he,101_57_222_nl_he,101_58_222_nl_he,101_59_222_nl_he,101_60_222_nl_he,101_61_222_nl_he,101_62_222_nl_he,101_63_222_nl_he,101_64_222_nl_he,101_65_222_nl_he,101_66_222_nl_he,101_67_222_nl_he,101_68_222_nl_he,101_69_222_nl_he,101_70_222_nl_he,101_71_222_nl_he,101_72_222_nl_he,101_73_222_nl_he,101_74_222_nl_he,101_75_222_nl_he,101_76_222_nl_he,101_77_222_nl_he,101_78_222_nl_he,101_79_222_nl_he,101_80_222_nl_he,101_81_222_nl_he,101_82_222_nl_he,101_83_222_nl_he,101_84_222_nl_he,101_85_222_nl_he,101_86_222_nl_he,101_87_222_nl_he,101_88_222_nl_he,101_89_222_nl_he,101_90_222_nl_he,101_91_222_nl_he,101_92_222_nl_he,101_93_222_nl_he,101_94_222_nl_he,101_95_222_nl_he,101_96_222_nl_he,101_97_222_nl_he,101_98_222_nl_he,101_99_222_nl_he,101_100_222_nl_he,101_101_222_nl_he
37,9.227812806,9.0358458006,3.626212272,3.3699638583,2.637677846,10.3719954829,7.6596333952,6.7596776581,5.5835514534,8.5660404069,5.5362948165,5.5560059258,5.8427246494,5.8491035819,6.4525387339,4.1226181641,1.1878846232,8.1457111865,2.4714324223,10.4270933613,3.0707448477,4.7685423315,6.5045114305,6.9595434084,3.5845311322,9.9529421338,8.4644626698,11.0891581945,12.6166607013,1.2292900667,8.1009243258,6.0033062124,8.8656599937,11.2237028799,5.6538206042,8.8807774188,1.7834083397,4.4875000902,9.2965853516,9.0234323391,5.5023039773,11.3009102053,7.1196171898,4.8054050016,8.475506541,7.7269433973,7.6256409332,10.9449850705,7.0419729877,9.0778530798,7.4834936065,5.5223350122,8.3837519741,7.0815038584,6.7856317969,9.0538865413,6.7931685529,2.9803952711,7.029915153,4.8367103274,4.0782509264,5.6323631938,9.636348088,14.6584741603,1.6537697356,10.7497988243,7.5707527472,7.6611168716,5.7729278732,6.3295803211,4.6407798342,4.4134758047,4.0570650097,6.4389288188,6.9588724354,5.4373393616,10.9509305589,11.9676772397,8.8711094708,2.6092700193,3.5359570937,2.803093709,6.6340227488,3.7725671566,10.6435576323,6.9142094945,3.5628019051,4.3316455809,4.3880667023,6.1887951518,2.9163513491,7.4980530427,8.6226810174,8.8591476506,4.6382505922,0.5629999424,8.4274455472,3.1593024574,3.1784361273,6.3337048597,8.3517947982
38,9.2663494161,9.7939395103,3.9287895663,4.3012591711,1.5586124783,9.3526787891,8.8866893356,4.2444748742,3.5887478179,8.8119454071,5.0403908789,5.5042369403,8.0175867262,5.4760258064,6.63427803,5.3316953506,1.857998858,8.1987125185,2.8864904567,10.4032265035,2.8283827653,5.9031848409,7.3412904667,7.2273490889,2.1605062521,9.3841601253,9.1136992082,12.1736630829,12.8583905044,1.1493360016,8.3901612051,5.6482289563,10.50670372,11.9359380579,7.970886904,11.2430041968,3.0500789256,2.9797891854,8.8482036467,9.5148103481,5.7045905302,11.8479786786,6.908218926,2.4344178367,7.4589005158,6.0105813031,7.9664638022,11.9754112492,4.653016813,9.0450458457,7.0392341826,4.7341978267,9.628410288,6.626002707,7.6349329456,10.6945910531,6.3218976239,2.9347204349,5.9748718526,3.8777450219,4.8392810484,6.2700938388,9.099733504,13.4810178424,2.6750163198,13.0312928632,7.3247555687,8.2889833053,4.2075758657,5.1592838013,6.5616182953,4.4548707328,4.0423779159,7.5726705525,9.1095544029,5.0822779704,11.0827373619,11.8036590451,9.1165412044,2.4991140573,1.8039844475,2.0979090499,4.8724723434,5.6253539234,11.5736862354,7.7337119708,2.6800178789,4.0093484971,4.5581785467,5.5563785853,4.2054880736,7.6934148315,7.5402289397,10.1453922741,4.8699359235,1.723007943,9.5164072363,4.2477099258,4.5902756629,8.6662127606,7.9393527159
39,8.6568842886,10.9690156798,4.4708839528,3.6467566524,1.7639322533,6.4918709569,10.8803513838,3.1827661126,1.0460805616,9.324984575,6.2076653141,6.7808194177,7.5021937468,6.5260339811,5.4683217122,5.3608799444,2.8150432472,8.3833555929,3.1291628727,11.3621715867,2.2572245186,6.3080332892,8.4675358276,8.5615565371,3.0032981974,10.2354782771,8.8297263097,12.4048974916,11.55321955,1.2858002125,8.7667633653,5.1644891639,10.0696847589,12.0733754967,9.6881853121,12.0758586362,3.3590498203,1.5716302538,7.4451947628,8.3909826399,6.3919067123,11.3905605589,8.9806999405,2.4168618285,5.7471634859,5.7484483131,9.4477045057,12.61177499,3.6319455907,9.754442258,6.6058656734,4.8234669292,9.9130137666,7.2884300709,9.0824077342,9.36006526,6.4832081481,3.4843442996,4.6504062254,2.6265302817,5.660399131,5.8610419027,9.2027987174,11.5942598808,2.8938319729,13.2142706279,8.0622462978,7.9414869651,2.6576435634,6.0041680244,7.4847298688,4.4053435573,5.3347525825,6.9133592638,10.3336732987,4.4996743983,11.8554797496,11.1686614522,7.9657124271,1.4904598406,0.6962685118,2.6653621734,4.8029444488,6.24121826,11.6683354032,6.7045874602,1.6625389527,4.4630157364,3.4302662613,5.672826859,2.9488750513,7.6436938506,6.8788909788,10.9529817566,5.6145655479,4.7371288243,11.1805440022,5.1263228152,5.5683439449,8.9965869464,7.5873295416
40,8.0946639087,12.8275868305,5.9514783888,3.3403172339,3.0065879619,5.7846673644,11.618106177,2.5686617991,0.8093336583,7.5294758003,7.7492347798,7.3725446722,6.4544132507,7.206668364,6.1867764914,6.3214207546,1.299718431,8.8300828422,2.8517830282,11.5189082824,2.416163215,7.039593083,10.6059165049,8.0531382656,1.9393566989,9.881999094,8.1149361061,13.4540813886,11.1990111297,1.1773938009,8.892545728,4.9181953538,10.465932525,12.6571928188,10.4260090731,12.703791398,3.1173011243,1.3123732203,4.9394195996,8.5928310696,7.3869900962,10.0678261391,8.5695776187,4.2754812773,4.4013892194,3.7712401119,9.79178661,13.7543481337,3.3143396529,9.5377034448,7.5757061062,3.9148069157,9.3747614481,6.6368551927,10.5082539476,9.8050648404,5.5110787104,2.9106510218,3.5011483491,2.4682391417,7.4083527923,5.4737753598,7.794120238,8.4943812001,2.991025008,11.9779613305,9.8160686324,6.9733841621,0.596296567,5.8118325964,6.7485587273,3.5837330652,6.3355757504,6.9116113593,9.0415837734,3.8176329063,13.2843132857,10.6361497314,8.5495829178,2.0716195883,1.088740126,3.949026155,5.0679848484,6.3621243503,10.0675224237,5.4627612786,1.6241990315,5.2542582158,3.6524982013,6.8369109993,2.5644201861,7.9351831696,6.4300693647,11.2056013651,6.4244763694,5.8553178371,11.6152621094,6.1060880286,6.0770750937,7.5786196406,7.0088573372
41,6.3270230585,13.2508811436,8.6984588703,3.2142296221,5.3056610696,4.6288910212,12.5120142909,2.4252432609,1.9860096374,7.0307791251,7.5723427092,8.9435917383,5.8074631611,6.9285612012,5.8605709468,6.3211727067,1.0187611286,8.2493359738,1.7441522751,11.4334444817,3.5568736454,6.3464772552,11.5835892724,5.4838153794,1.3885733728,9.1683753979,7.2942269,14.4954593989,9.7156243238,1.951434437,6.6145249886,5.3594112609,9.8081459611,12.9251198826,11.0470286656,13.8742680888,2.7273709914,3.2938980612,3.557063478,7.7473926949,5.3501349141,9.7870980856,8.5947940796,5.7160874858,1.4478043433,3.509979467,9.5735907806,11.8586857525,3.0472347656,8.5785649805,8.0603540733,2.7354737651,11.3081999532,7.7574969178,11.2454552783,11.5000863638,5.2044052374,3.4114811157,2.9968655683,2.0661921168,6.7569915193,5.8539141123,5.6323746113,6.8828463299,3.6324915877,9.3547566086,11.4442941512,5.9844401434,0.7344042086,6.1637495505,5.7418401493,4.0135825062,5.1042981325,6.3618416971,9.6630959328,3.2018621324,14.3175653045,10.3094161793,7.5505589933,2.4420976654,2.1160260351,5.9148980237,4.9667990491,4.6116780006,9.5664636389,4.9573817499,1.6499753729,5.7605560903,4.9026369178,9.1609623201,3.323274725,8.7209494925,6.7176409567,9.3009917912,8.4355543295,7.0750050074,12.4774854338,7.0150659858,7.4026853741,6.7655182984,6.7019505509
42,7.1802971125,11.8874744071,9.8317773435,2.4607308797,8.0748353748,4.4312597334,12.2256646571,3.3513910717,2.145199661,7.4027921435,8.4390004351,8.1969752371,5.5119962298,7.0712085556,4.2844779234,6.4800397872,1.0897100253,9.119612921,1.8364527584,9.9302905441,3.1114585186,5.4056681219,11.9676873526,4.6239318014,1.7317363963,8.4196623561,5.4618267204,13.684562598,9.1787463288,3.6984861686,5.8840351175,5.1431094165,9.3394181091,12.8568366447,11.6285840103,13.5391336306,3.9393458364,3.5935764758,2.3144077882,8.3132676203,4.2089609038,9.5059099075,8.1585714931,6.6988605762,0.8503969386,4.1390366114,9.8326355628,9.7277766228,3.4553860481,8.0076477132,7.1569637413,3.2144975074,12.4730079566,9.7275717778,10.6212694469,13.4078132269,4.3412922885,2.581520051,2.8655802552,1.8315047061,5.9818715088,3.8882642897,5.09150572,7.1129518854,5.704465261,7.9946953186,11.492250236,7.4745317832,1.7237366033,7.3445705987,5.4525351003,5.3135617392,3.5395634548,4.5862509243,11.1967341079,2.7487628029,13.335766909,10.5478374587,7.8741020797,3.5450218878,2.927353557,8.0112657549,4.9026150712,5.3056050308,9.4275464913,3.4776864036,4.0987371627,7.3879760616,5.9014853752,9.3088766776,3.7020722425,9.7795194919,6.3825122968,7.4635025036,11.1857293514,7.3955405572,12.1457174064,8.531272324,8.763069227,5.3191187924,6.7976758617
43,9.1937000396,9.5496625136,11.0961509419,2.6512132229,7.8564757464,4.4864675134,12.3717240891,4.8988350025,3.8214683114,6.9957826737,8.7496985914,8.1394355692,4.9101315588,5.1874824991,2.0986877475,4.7998766141,0.9624571239,9.1665184994,2.1252175254,7.4616814253,2.4563145709,5.1859400055,11.7384510882,3.5344169439,1.8690431415,9.0807573918,3.5285806775,13.0965270619,7.9421535559,3.8641873375,5.6516749177,5.5750938526,9.1007277871,11.9862682448,10.4617582942,11.9693074922,3.1235886421,2.116284997,1.4925097326,8.1035894875,4.8693259733,9.6281293598,6.5774276471,6.8816850731,2.1401520164,6.4662922068,9.8363629513,6.8803901522,4.5888936963,6.9940121613,7.0084604087,4.0743450773,13.1752610026,9.6668823659,10.0222279282,14.0095765531,4.9379222269,3.0533289643,4.3124195267,3.1394391354,5.5549528461,3.5603178208,5.9999002598,8.1297411088,8.6311413207,7.7945527322,9.6138188978,9.3839680329,3.2153899191,7.9775743218,3.7709745975,5.9048804343,2.562452947,4.1651514318,11.1002970308,1.1215012888,12.6805213896,10.7368845438,6.6781426853,5.5904255154,3.7787283639,7.3111867077,6.1608445412,5.6995169538,10.2339630076,4.3095387218,6.6851649147,9.0712879048,4.5739787254,6.7520990606,3.5977844715,9.1536244588,8.1455103772,7.41497959,12.1650941543,9.0258513973,11.4794110422,9.8266681069,9.2189512429,3.966369419,5.1231978835
44,9.4014674545,8.0379456073,11.7785957746,4.7175623837,7.9937730201,5.9627916353,11.9456265098,6.2814238371,4.0825764717,7.615214843,9.2857891523,7.9365247152,4.4546554089,6.1010470331,1.5447121811,4.1162815002,1.2087169158,11.1696437868,3.7332008613,6.1485098732,3.2920847057,4.8481899356,10.0447399951,2.2716343469,3.6203043832,9.416390944,1.1227525616,12.203041373,5.7154186476,4.9261348395,5.6528411821,5.1023364764,9.3521318321,11.7439624947,10.4791049636,11.2137143052,3.2900105631,1.4599649625,0.8612890016,7.0192142799,5.4472614679,9.7171501573,6.4020402027,6.4757063219,2.6620564246,7.930039792,9.9718471486,4.3393966758,5.7151011812,6.5357488882,6.5763524594,4.9534846942,12.5327035208,9.7234553307,9.2103042113,12.0262558985,6.1340014705,3.8989221986,3.439109702,3.6116249715,5.4996756029,4.22486901,6.170892373,8.1587717143,9.8965075767,7.5100415356,7.5704645714,10.7701682283,4.6944797838,8.1273226596,1.7439607941,6.07244409,3.4733402655,4.8258978118,9.2121111562,1.4253945742,11.1402834227,10.7555619713,5.4425759945,5.3111851112,4.4425197039,6.4018291983,5.5327534406,6.3246841587,10.8743089336,5.0525841222,8.1776334904,8.4741261357,3.6592182492,3.6619594289,3.4216051753,8.0018465842,8.2420370126,6.8813854144,12.3248691183,8.8608774407,11.8504624796,9.5047070264,9.3914449957,1.5053601167,4.6113013239
45,10.5238527241,8.555449224,10.4941911497,7.2996601279,9.1581332279,5.6160876963,11.4350762204,7.4487643318,3.7298619642,5.7467729901,8.4163264812,7.5817193501,2.6436584741,5.2538671567,2.7749501313,3.7504197639,1.1341338136,13.6761701793,4.3315036297,3.3728559704,5.3973722209,4.9687106904,8.6781517125,1.8762861246,2.7949605161,7.4452333009,1.3549630872,10.9930127989,5.1172036937,6.2318589594,6.3722525159,5.1525806357,9.6269601429,11.8546689044,10.7990928256,10.2118558202,3.01254225,1.4963509028,0.3455653655,5.5036301541,5.3508848519,9.2151002742,6.5228621822,7.7270837687,2.4446298856,7.7670354716,9.6850581823,3.6127285196,5.4794283738,6.1966555257,5.8812177678,4.9713535276,10.6494848545,9.9781162416,8.8299245284,11.9186916518,6.5639126554,5.6025514604,2.8878361371,4.5608076129,3.5463512861,4.982124515,6.7102200163,9.524898983,11.8865123525,8.5767617239,7.5621750497,12.0141210123,7.4482879829,8.5426441417,0.8998299364,6.1932288679,3.9669028501,4.6328216196,7.9636169085,2.2560370639,10.0869058557,9.9805096622,5.1662435243,6.1426421558,5.1305387374,5.9064708151,5.8119831838,7.7526984498,10.4881222363,5.8203377414,7.3071705047,8.7459014968,3.1223264764,2.4513121312,3.0243484627,7.8029240292,8.1051062172,6.4806061465,12.9466015877,8.2447896523,12.2904983159,8.8630157975,10.0684619155,0.7884460146,5.6481448707
46,10.6881356005,6.41697056,9.9858729121,9.8261163654,9.9859417159,5.3895065551,11.9603848135,8.949567538,4.1446777182,3.8436603189,9.1407854652,8.6804320399,2.0322811647,5.260318588,2.92368215,3.6137093587,1.5332137244,13.6224892576,3.4791344243,4.5004639898,4.9387147402,5.0023223648,7.5141371194,0.8579153706,2.4440934469,5.0776782307,2.3774629971,9.8949055577,3.4704600297,4.7744585942,7.4997297951,5.9120419359,9.4537120358,11.1206565495,9.2660890744,8.0700391499,2.5253608648,1.1283909911,1.6219394806,3.1091999924,5.3352504757,8.8022731861,7.5342325456,7.2660638111,1.4251495262,8.7746456032,9.5082566951,5.0295295136,3.7553050218,4.7879390521,7.2443113207,4.9833800327,9.351934573,9.6207964541,8.0133768346,11.9553287252,6.6226187932,5.7880118539,6.3418868563,3.9795213451,3.1831322618,5.7778605116,8.1715285341,10.2747043,13.4570094593,7.8627527355,6.5689077431,12.5316298813,7.6664921797,9.8111852654,1.7226345187,5.7283332392,4.8302379333,4.3506213929,8.117153357,2.6172394237,8.9821186196,11.5795484131,4.8983333793,6.5218840801,5.6453350286,6.6181419684,5.0480054561,7.1385417748,9.5465574907,5.5434202403,7.5301675234,10.8030002437,4.1533456135,3.9369737176,3.0763271745,7.9069472965,8.9822590801,5.1385671336,12.0960710396,8.957708263,11.1787887067,8.6119637927,10.0972229514,1.1987876706,5.3656914685
47,10.7386241323,5.970391043,8.3691016418,11.4021528128,10.7573427347,5.1591173426,11.1655679593,8.6257505344,5.0426346383,3.1210226905,9.9063682324,7.4993101262,1.2570150095,4.6763587259,2.6473562603,4.2987661288,2.5096205689,10.8406825134,2.8629842869,5.7415528693,4.7588024256,4.1688074135,6.0820664411,0.1509714677,1.3226553588,3.4911331208,3.3166497958,10.0310695093,1.8793192329,3.568019909,7.9541548078,7.5144143111,9.0925411038,10.688787609,7.9069977433,7.5901606364,4.1670656228,1.3644491145,3.5894542571,4.3680718864,5.0656637776,8.2311931874,7.6565228944,5.2363121807,0.6747506592,8.0251197024,7.7483609673,5.5174150313,2.9873683477,6.3884902591,7.8508103236,4.1033145514,8.7765431536,8.0795347555,7.5560824882,10.9304857148,7.7670137132,4.5871306266,8.5810819155,5.8825286316,4.1021032008,7.0149688993,9.1449692899,11.5558059544,13.2974177688,7.8771329888,5.9195262769,10.5707057403,8.7868665547,11.0730033275,1.8056643013,6.5648637853,6.3697775658,5.2431627938,8.8713974096,5.7264612701,10.0262410596,10.5580069902,4.243286751,6.5465952816,6.0289524395,6.0708695819,4.6139624413,7.2259593005,9.1783435303,2.9740678064,8.2413104747,11.2041782883,4.8990152089,3.6691721246,1.7867546461,6.6065380568,10.3086786599,4.7501994937,11.2386336467,7.2156744952,9.9699506193,9.7272746504,10.0422824855,1.6094509642,6.8597605083
48,9.0257654185,3.7995903211,7.7697782858,12.0258964575,11.1906857755,4.4261091911,11.5212762493,7.8288103737,5.3013792132,3.5786117294,11.0340883388,6.938064464,1.2949298195,4.9267545454,3.3511912186,6.306525964,3.4979484265,9.166359515,3.7210095717,6.7548409318,4.2359978571,3.6847137081,5.8146818564,0.8738912795,1.0229836833,2.6191967833,3.6844553194,11.0623486445,0.7760514386,2.9076234496,8.6220629733,8.1666110633,8.3295657711,10.7103420809,6.9647444916,8.8001552164,6.3307322588,2.0569080088,4.7623179752,4.6399586546,5.7343628083,9.1927035631,7.4971090321,6.4514992466,1.128292466,5.724677108,5.8835135106,5.8946112014,3.5138074561,6.2368610261,7.5807158469,4.4800469138,9.6500369939,7.6335046065,6.8648973239,10.3653314326,6.9148151517,4.0454658104,8.7021440282,7.1776633671,6.307528953,6.4503749364,9.4150426176,12.5519134814,13.6288571186,6.5794798745,5.3208921309,9.0929942818,10.252576832,11.5422243032,3.0488829348,7.3718904536,6.3146426798,4.6369597242,10.0068890546,7.4319464209,10.7041395119,8.3823614502,3.393932054,7.2195590759,6.9666483507,5.7160163034,4.5920776109,7.0139292287,8.9135405302,1.2996267265,7.9758846272,11.1008719042,5.4354406302,4.2010052709,0.1411650626,6.5726726701,9.7953130579,4.9297717767,10.4442121918,6.4130807535,10.0109592452,9.7617525455,8.6688109313,2.0221256882,8.3445044689
49,6.9804546745,3.487489185,8.6797279718,12.8066975197,12.0562911187,4.036030232,11.5768502672,8.7620787521,5.3291049781,2.5137941663,11.5705617789,5.5916360166,2.4187341767,6.4280294281,4.4579890947,7.7963358127,3.9711892785,6.9727359654,5.4495274274,6.626145336,2.4429437646,3.206794665,3.914308604,0.6222384224,2.2542629845,2.8925309454,4.0771172378,11.2180567473,2.1556116669,3.1204704853,9.4395677293,7.4212056372,9.0665886096,10.3237145046,5.4226195131,9.7428370324,6.8733532783,2.1668150968,5.9737016434,4.9884436823,6.1927980673,9.5283878737,6.0756840074,8.7027523508,2.3195747248,3.557322136,6.6341030452,6.5574118506,3.9864291964,5.0461931992,7.6007920183,5.1708966595,8.5433869215,7.5090946096,6.5035817326,9.1361989076,8.6645905079,3.9934455557,8.2946939889,7.5739506079,6.7513736151,7.1827564416,7.0766489754,12.2485116514,14.0843341564,5.938539753,4.8727883404,7.9570489189,8.5674651264,10.2961192256,4.9891097593,6.2416580337,5.1420385282,4.6894875864,10.5122307942,8.2429675686,11.9698770666,6.9940035153,2.797477536,7.6983064773,7.0120876282,5.561539407,6.1101440081,6.4078533205,10.3851562185,1.4844673824,7.6830490688,9.8796522262,5.921024202,5.8690624966,0.7797488583,7.4392769288,6.5726617941,6.6675411882,8.3852167648,7.1487803039,11.1870888806,9.8283500958,6.6919678421,1.8614495524,7.0189531556
50,6.9458166211,2.9289122244,9.1371669846,12.8139026157,12.3867400129,4.122710018,11.1390526746,10.1166264797,3.8727674074,0.7640024049,11.6476033666,3.9489626113,2.9973598682,5.9976302559,6.1963005135,7.7976063352,4.3956568313,6.0092641531,8.0386662483,6.0908554284,1.7106439361,2.05418323,3.6405953671,1.0205203805,4.897239257,1.5174959062,3.8162051652,10.4815023715,3.3018827211,4.0967758206,10.1451590853,7.033411381,9.1313018037,8.9302940132,4.0255503322,11.3549224929,6.8807697194,2.9060516436,5.2307354173,4.1935332623,8.4595864939,10.6015276698,6.3173979507,11.4842561588,3.6352951935,1.5997951689,4.6027594179,8.082138926,3.8278068489,5.2212232299,7.4136473158,5.3051777062,8.0257198494,8.6917868777,7.509223719,8.3834735647,9.5537955465,3.7166884588,7.4848143213,7.6707364353,6.292361881,4.8474705591,6.3792739171,11.3415647372,13.3982366244,5.6542045812,4.435254611,7.1562558472,6.8663528215,9.600785535,4.6679260279,6.0797970962,5.0652792052,3.5860619566,11.341139402,8.9878014868,10.7728770385,5.5539482505,2.4907250983,10.1767061602,6.7839251804,5.1549544163,5.1629257573,6.2521058964,11.625646932,2.8355188666,7.0231414492,8.9187624385,5.0828025847,6.3545748333,3.2661727001,6.8507617094,4.0943080452,7.7161832367,6.0903492785,7.0869674607,12.5051970784,7.3505969946,5.6319142623,2.2825605921,6.3259204778
51,6.0586069861,2.3819038237,8.1673190426,12.3451397061,11.668780882,3.6281926261,10.2342963073,10.9045162411,4.0782071137,1.3801778559,10.230717134,5.2991590985,4.4424213405,6.787993163,8.2290420443,8.1352027723,4.5230411271,7.1379446688,7.6072207395,6.2646073229,1.0981297332,0.693844061,2.6813742121,1.1385000687,7.1107037502,1.1925619999,4.7120311541,10.110279047,4.6725320285,3.7232223031,9.4033413602,6.4752306973,8.9494646208,8.1571960107,4.0672618675,12.3944205051,6.0220773837,3.7461202316,4.6625496562,3.4644714068,8.9166250839,10.4550093014,5.8034618109,12.9744925466,4.2322328602,0.9892486627,3.0125746091,7.5778459538,3.4975630426,5.5500278561,6.6533603486,5.0206096054,6.4929374099,8.3973395717,8.056068692,8.9662773368,8.7048467309,1.6995519721,6.730688244,7.0840988608,6.1466026382,2.0765152891,5.2904773905,10.7844894124,11.77725731,6.2024879642,6.5667906062,6.6020840535,7.8596304488,10.3031113103,4.9543052279,6.6402627079,3.562783611,2.2309115964,12.0053136958,9.2822407864,10.8611139443,5.3388771599,3.6061646828,11.0317847515,6.2466483264,5.4637531853,6.1729809587,6.2089548423,11.54756432,2.7155277737,6.122215776,8.3434053839,3.9756563161,6.7311756009,5.2626420409,7.1121733202,2.9198400689,10.5351218215,4.3823450012,7.0446135414,10.9022346736,7.0869492302,4.183222069,2.1679738552,5.3147922014
52,6.8459817181,3.7820254106,6.8273172272,11.7771917976,10.6455385566,3.7207295513,8.2652086605,11.1601102218,3.4849797764,0.884977056,6.0067700948,5.2701498166,5.2126837894,7.0768764648,8.6960712153,9.0862940104,4.2815727831,6.8493910014,6.4579392887,6.1166792949,1.5545166563,0.6608818056,2.0639007819,2.5498621035,7.5431410044,1.7732588331,4.6460994836,10.9316902686,5.2843976894,3.7122306412,9.2775322899,5.6153366812,5.6548231905,8.026243778,6.1953792127,11.6044313847,5.0789037306,7.0812891816,4.3308781022,4.422814454,9.4513047332,10.3885389212,7.0011651202,12.1744742536,5.0027174474,2.0573955333,3.6390454353,9.7972665704,4.5924505548,6.2278732494,5.9109771854,4.2782140428,5.4538746334,7.7064387113,9.140953743,9.2545732115,7.9661419456,2.4370169436,6.2681143547,5.8436689906,6.2945204324,2.3087362609,4.2535516116,10.214037509,10.9834653434,5.9777207523,6.3315308124,6.0138342111,6.800894376,10.0098082997,4.1615094058,6.3729950728,2.4803470403,2.3127498041,11.4950184204,9.3687279725,12.8647027278,4.2004248047,5.9188212382,12.3784325826,7.407736344,5.9301196612,5.7066404219,5.3658367525,11.1894305909,1.7236315254,6.7948064768,7.779952375,3.8451724089,6.4507749575,4.8137127579,7.3879154503,1.790568501,12.4251218474,3.6406643273,7.1022790797,12.1889458285,6.9456392636,3.3854228571,2.5948740566,5.556543375
53,7.1406111375,5.8051840757,5.4704849552,11.3881931751,11.2950617053,3.5477927833,7.5861457084,10.7020155629,5.4633523641,0.706233745,2.4852228977,5.2425904145,5.4618813831,6.929916255,8.4223294613,10.0441365662,6.9169610478,7.5355844487,6.1991493449,5.97044692,2.5335594102,2.0436741187,1.9196421973,3.601707079,6.997361389,3.8851371293,5.7818712576,12.5247612076,5.2253686128,4.7291736434,9.4854324675,4.6261267637,5.4768681976,7.359652709,7.622467395,9.7123221939,4.6820184186,8.2569394059,3.2945075168,6.3405032072,10.6981647871,8.0464821363,6.0119766556,10.8636337596,5.4226871411,1.4057956085,4.5535192546,11.8149835279,6.5378763024,5.777182307,6.3296018936,4.6447462756,3.9849030949,6.626734463,10.051386205,8.5778401635,6.8800983343,0.8619122901,5.6850552843,5.7635079376,6.0756334843,4.0893272741,4.8506456869,11.2700298621,11.1404584965,5.9916075713,7.4690006889,6.3919571343,6.8502640459,9.9834609028,4.7138653807,4.1624629038,2.4380242645,3.1213424281,9.9205619104,10.1878013068,12.8628900089,4.6560802603,6.8090458204,13.0547229462,7.2760193822,5.819407881,5.2583600666,5.8793782601,9.9272724026,4.1247788133,6.2706091621,8.4756096956,4.9827460884,6.5386706541,4.8331474207,8.1923893494,1.8524630433,11.8625774299,3.8807756781,6.4507548838,11.7089660037,7.8097921102,2.3456135014,2.8912943581,4.0981693462
54,8.2219414123,5.3901379346,2.4461796948,11.78480776,12.0478983655,4.286005179,5.4548213677,11.2621288453,6.7673909791,1.1484506081,1.1346839091,4.7485187163,5.761839646,9.3086509819,7.170431108,9.3124922252,7.601991084,8.0379862472,5.739611896,6.6080023941,3.2964552243,2.6521029381,2.455708163,5.0884495805,6.2134214547,6.3841083595,5.8555455422,13.4111767067,5.1124220998,5.4658652457,8.8526744905,3.5796706143,5.6625001651,6.7221943681,7.8475231691,7.1023369566,4.7612942638,9.6616153314,4.1594489313,7.3771540509,10.1155421261,6.6901994856,6.3086051702,10.5775360966,6.169346765,0.5945013437,5.784150992,11.2236302501,8.9645709282,5.4866626054,7.0180133379,2.9277088965,2.0195089924,5.9783294434,10.792563153,6.6448640786,5.6785836717,2.6786247977,4.3319038039,5.7460217867,5.7775643699,5.4877392564,5.8272072246,10.6103041307,11.4768339573,5.656119561,8.7357450005,7.2608783869,9.7940707129,10.7849361976,4.3177616208,4.2147594739,0.8029490724,4.6319961107,8.9172813067,10.6119640994,12.584891891,4.1554931401,7.380846818,13.0804292414,7.1315030263,4.1701365317,6.271112458,6.979029989,11.5760796097,5.0878699591,5.9921585164,8.4808394584,7.5044462931,5.3948724173,6.1385834873,7.6367598275,1.8813657569,12.6271802723,3.4972700327,7.0011449625,11.5057993999,9.7628838992,1.952292993,4.5406255077,4.2997796457
