,101_1_222_nonlinear_homogeneous,101_2_222_nonlinear_homogeneous,101_3_222_nonlinear_homogeneous,101_4_222_nonlinear_homogeneous,101_5_222_nonlinear_homogeneous,101_6_222_nonlinear_homogeneous,101_7_222_nonlinear_homogeneous,101_8_222_nonlinear_homogeneous,101_9_222_nonlinear_homogeneous,101_10_222_nonlinear_homogeneous,101_11_222_nonlinear_homogeneous,101_12_222_nonlinear_homogeneous,101_13_222_nonlinear_homogeneous,101_14_222_nonlinear_homogeneous,101_15_222_nonlinear_homogeneous,101_16_222_nonlinear_homogeneous,101_17_222_nonlinear_homogeneous,101_18_222_nonlinear_homogeneous,101_19_222_nonlinear_homogeneous,101_20_222_nonlinear_homogeneous,101_21_222_nonlinear_homogeneous,101_22_222_nonlinear_homogeneous,101_23_222_nonlinear_homogeneous,101_24_222_nonlinear_homogeneous,101_25_222_nonlinear_homogeneous,101_26_222_nonlinear_homogeneous,101_27_222_nonlinear_homogeneous,101_28_222_nonlinear_homogeneous,101_29_222_nonlinear_homogeneous,101_30_222_nonlinear_homogeneous,101_31_222_nonlinear_homogeneous,101_32_222_nonlinear_homogeneous,101_33_222_nonlinear_homogeneous,101_34_222_nonlinear_homogeneous,101_35_222_nonlinear_homogeneous,101_36_222_nonlinear_homogeneous,101_37_222_nonlinear_homogeneous,101_38_222_nonlinear_homogeneous,101_39_222_nonlinear_homogeneous,101_40_222_nonlinear_homogeneous,101_41_222_nonlinear_homogeneous,101_42_222_nonlinear_homogeneous,101_43_222_nonlinear_homogeneous,101_44_222_nonlinear_homogeneous,101_45_222_nonlinear_homogeneous,101_46_222_nonlinear_homogeneous,101_47_222_nonlinear_homogeneous,101_48_222_nonlinear_homogeneous,101_49_222_nonlinear_homogeneous,101_50_222_nonlinear_homogeneous,101_51_222_nonlinear_homogeneous,101_52_222_nonlinear_homogeneous,101_53_222_nonlinear_homogeneous,101_54_222_nonlinear_homogeneous,101_55_222_nonlinear_homogeneous,101_56_222_nonlinear_homogeneous,101_57_222_nonlinear_homogeneous,101_58_222_nonlinear_homogeneous,101_59_222_nonlinear_homogeneous,101_60_222_nonlinear_homogeneous,101_61_222_nonlinear_homogeneous,101_62_222_nonlinear_homogeneous,101_63_222_nonlinear_homogeneous,101_64_222_nonlinear_homogeneous,101_65_222_nonlinear_homogeneous,101_66_222_nonlinear_homogeneous,101_67_222_nonlinear_homogeneous,101_68_222_nonlinear_homogeneous,101_69_222_nonlinear_homogeneous,101_70_222_nonlinear_homogeneous,101_71_222_nonlinear_homogeneous,101_72_222_nonlinear_homogeneous,101_73_222_nonlinear_homogeneous,101_74_222_nonlinear_homogeneous,101_75_222_nonlinear_homogeneous,101_76_222_nonlinear_homogeneous,101_77_222_nonlinear_homogeneous,101_78_222_nonlinear_homogeneous,101_79_222_nonlinear_homogeneous,101_80_222_nonlinear_homogeneous,101_81_222_nonlinear_homogeneous,101_82_222_nonlinear_homogeneous,101_83_222_nonlinear_homogeneous,101_84_222_nonlinear_homogeneous,101_85_222_nonlinear_homogeneous,101_86_222_nonlinear_homogeneous,101_87_222_nonlinear_homogeneous,101_88_222_nonlinear_homogeneous,101_89_222_nonlinear_homogeneous,101_90_222_nonlinear_homogeneous,101_91_222_nonlinear_homogeneous,101_92_222_nonlinear_homogeneous,101_93_222_nonlinear_homogeneous,101_94_222_nonlinear_homogeneous,101_95_222_nonlinear_homogeneous,101_96_222_nonlinear_homogeneous,101_97_222_nonlinear_homogeneous,101_98_222_nonlinear_homogeneous,101_99_222_nonlinear_homogeneous,101_100_222_nonlinear_homogeneous,101_101_222_nonlinear_homogeneous
36,2.097956041,4.9056897692,9.5536853772,9.0580999994,6.0780904914,6.6776047744,5.971623708,5.9607478697,12.095329589,6.4658787314,6.0861850412,7.5723019829,10.4871377941,10.3970534299,8.3407111703,11.0658200728,8.39950211,6.817530179,6.0683084512,4.9854519075,5.4101234454,4.8728450039,12.1484980392,5.7869837378,3.5410768967,6.124712967,3.7738521586,4.1999358278,6.4881470348,7.9740500098,9.1798197125,2.5434251849,7.8361350515,8.9620406848,6.6324918949,9.2856707254,12.2760627904,7.8449640932,3.652877011,8.3707432709,7.0210862629,1.1251220104,3.3848286987,1.9387419859,5.5093437343,0.0585498675,4.1807164268,2.2377291763,6.849082125,1.4468364572,4.8532369972,7.1193915806,5.279425306,5.0341297814,3.9406023254,3.5499972801,6.4397679403,8.5644955836,3.28058175,10.0993126731,3.2789216168,9.2621222163,7.7238873463,5.0637439482,9.5879626328,3.7702501424,7.8068999707,0.5744927443,8.2155584382,7.4420340125,9.1532615021,4.0628689763,7.2184199866,9.1766660396,9.8538629625,9.4630490896,6.4277185657,8.4983647298,12.2723895969,0.8120571005,6.6119039823,3.5280413194,11.3315290092,5.9926355141,9.827500978,4.5722227791,10.7226696523,4.3598752563,6.5762798297,10.5937822731,7.5582890606,7.1515609008,10.9354726648,5.4762360757,5.4503913424,6.0103561256,2.2562729643,5.6034671319,9.9388860761,11.4782892609,12.6630527508
37,2.6925698798,4.6913368181,8.7716827785,8.6981324428,4.5333287871,7.6826425297,4.6918308537,5.9146325511,13.057891196,6.7507863521,5.5964763995,7.4542816028,10.69312403,10.8815052692,8.2334519068,11.1511222242,6.8932953126,6.7197632183,5.4691506632,4.5739905416,5.5250448139,6.2551292107,11.0521107793,4.8346346461,4.6168471449,7.3752812456,4.5738604428,5.2510122292,4.9489040262,7.6204030165,6.8515287559,2.1989331176,8.9771025861,9.8958293342,6.8580104444,8.8005051573,11.917426877,9.4750890939,3.7772873639,10.3263237004,6.6742685106,1.9211080036,2.9648638445,0.8107214181,6.4166966543,2.2608243052,5.5693541962,1.2415558652,7.3276638795,2.4791123305,4.2731518167,6.3984164469,4.1815459678,5.9595462539,4.6242074851,2.9775512801,4.6444815252,5.8260179498,3.6531237302,11.5715132887,2.8140374749,9.9305776067,6.89831803,5.3844124541,9.9530433905,3.982159075,7.3066703197,2.7989289544,5.9385704815,6.1180756437,7.4098182003,3.630375218,8.6560479901,9.2820259956,8.4699265833,9.4265283331,6.6269583169,8.9794049407,11.9511393197,3.7461335144,6.6545448514,3.2370221387,9.2371258173,8.0001896999,11.9097418242,4.7205366454,11.8835284523,2.1786070279,5.6941166214,11.493156129,8.3963918832,6.0773203265,10.7391462224,5.0836095803,6.4658807135,7.0093150928,0.5055014804,6.6040433107,9.1474929295,10.533321001,13.6901495338
38,2.2852158295,3.2747626017,8.9672045007,7.2501003339,2.7559155206,8.5240808067,2.9228083893,6.1709917942,11.0993479286,5.0349777343,4.2312606819,6.947757702,13.2733583057,9.5052061556,8.2666061112,12.2027542782,6.5120759813,6.6296257011,6.2230871242,4.4356534102,7.0997712935,6.4700017741,10.3363313982,5.1919638739,5.5965914168,6.0457072277,5.1781955828,4.5142478769,4.4185258622,7.4247869527,7.0265526948,1.2722253513,7.9516049335,12.3041954963,6.5086831606,8.292501127,12.9478733541,8.9397659316,2.2539749417,11.0989753124,7.1496842604,1.9348423406,4.502075659,1.1476802683,5.7583369106,3.131743307,5.6896020537,2.4825775998,7.7235994356,3.9872081859,5.3320057512,6.8433388543,4.11304786,6.3854741713,4.6487744584,3.3321955805,2.398961742,6.167804115,5.1982567143,11.1940235656,4.126604426,8.9138195669,7.5338337246,7.5025991784,8.5357845598,3.9096743507,7.6568381872,1.8264218782,7.0942455453,5.0989389911,6.6604484941,1.106548828,7.6082377787,8.7582116625,6.9026705299,8.1925738012,4.555428685,8.0571820615,12.2600444134,3.6464173567,6.4913602641,3.7132391745,7.8894148276,6.9251394559,10.7850093548,4.8334647183,11.5875136978,1.6070848339,5.5209597505,13.8269353746,8.6862563433,5.3698887935,9.7851684619,5.6004722772,7.6476494121,6.1941290224,2.741282822,6.3964225956,9.0959284537,8.3806446714,13.1483398791
39,1.7754322065,2.935714484,9.9404997937,7.4387915287,2.6952401368,7.3166966234,3.3610523392,5.3178610873,11.1933161361,5.4965643598,2.5713012809,6.7321690173,11.7834918344,9.0931011702,7.0553669053,11.4430614711,5.4227931501,6.6190872232,6.4754069411,5.6229953615,9.1193591048,4.1820848743,9.2352021626,5.5624814666,6.9180496845,5.5654894855,4.3785905637,4.6664387336,4.6964915921,7.9374120741,7.2966598995,0.5562332064,8.4508953463,13.0002248581,6.4156224627,7.5141795825,12.310260979,8.7014957437,3.8820902354,10.1651188758,9.515188955,3.407104584,5.0344823229,0.9833402283,3.313572261,3.8090104727,4.5067155661,2.3863257762,6.9692367919,3.5468638037,3.5887198581,6.8022003748,4.4709302598,5.8577814514,4.0663698097,3.6078335287,3.2286118007,5.625309908,4.1622271344,9.7468714479,5.6407426053,8.5915295102,9.1701088988,9.5998087987,8.7312633939,4.8860878789,7.673610052,0.675765955,8.0514008533,6.2090449476,7.1821880717,1.1558598799,9.5172928069,9.5461288383,7.0029776824,7.0006260405,5.82894342,6.7842358769,12.0553816572,3.3225705836,5.8697142709,3.5493889587,7.6551722647,6.481207776,10.1183864592,5.0394640366,12.0156428945,2.1625243567,4.7192444595,12.5657607386,7.343650958,7.1269588274,11.1249154796,6.0341712464,7.2351258213,6.6311678184,3.8600183206,5.5914596887,8.2634603657,7.3890413119,13.7473123472
40,2.2318786717,3.6386469264,10.7575620973,9.7901457454,4.259836694,6.3955730049,3.0958012892,3.6293293364,11.3045663751,5.5865705642,3.517458652,8.1144314312,12.1656529453,9.217829364,7.2848828967,10.4259498874,6.2689861517,6.9704572855,7.1500628186,5.0423356741,7.1971174844,5.3306703731,8.8040363852,6.0110962568,5.8299685323,5.5867682897,5.3248655257,5.3768448493,7.8181671919,8.8026211093,6.7275696526,0.5809403499,8.0351831517,11.0998501978,5.0061827547,7.1162695747,11.0246151318,9.6374547449,3.2743675467,8.0767327833,8.5643866915,3.2126992458,5.1540996789,2.003332266,4.6979242775,4.8245423887,5.4467776367,3.4561669249,6.3343882706,2.3919705848,4.2418139356,7.388350398,4.0146300472,5.6019451276,3.9630588946,4.8624909404,2.3355873801,5.8113356069,4.6102438407,9.5785435926,6.6710082101,8.861871577,8.0979954885,8.3387356599,8.0622961234,5.7792547703,6.8703053069,3.0466888122,9.0992768873,7.6048397417,7.1075512167,2.2662126742,9.3949781027,8.4518659209,6.5334574265,8.5052474756,6.9593215663,5.8126989092,10.8680347868,4.2189685023,4.9401102212,2.8931050362,8.3753629189,5.068624035,10.405156626,6.2523306789,11.7387338038,1.7624265041,5.1022319897,11.2355544124,9.0733949204,7.981452106,8.9669924081,5.2032708297,6.6147596641,5.7371027978,3.0316814935,3.5693944698,6.9955501475,6.8367039055,12.619342616
41,1.5453854187,5.0015943943,10.5056359665,9.5013845485,4.2778035869,6.3109978531,4.5670650273,3.6553732922,13.0381832617,4.4079775157,4.0080349432,8.8508315467,12.2883697748,8.1501449839,6.9998571705,9.9207668433,6.0004043738,6.8621676033,6.8662963413,5.3530131833,6.1640755998,7.0826422156,9.3437160397,6.0196112386,6.6466936965,4.8458458024,5.9176479216,4.4428901956,8.6342981108,8.9888032569,7.2017117147,0.5660560109,6.1934460802,9.8577430607,5.7038639382,7.4598109425,10.9546665198,9.7191558557,2.6984255224,8.2363041892,7.4593313661,2.6134039059,7.1500480846,3.6835579422,4.9091075123,5.5020844675,4.8816347598,4.533274704,6.5358682688,3.2348669478,3.9550615092,7.0829177047,1.9980050069,5.3501533626,4.0066291012,4.435384596,3.6222774668,3.8155592855,3.8019876389,9.8175593786,6.7611978339,8.4316854657,8.1047341368,6.1489218357,9.2718982574,4.469700068,6.2639622567,2.8342043366,8.3937362319,8.8908448123,5.0311706386,2.5417445248,7.4904213456,8.2516897386,7.0803686667,8.4219682491,6.909776915,6.2070184607,10.1680911825,2.8767312703,5.0450010631,4.1489191388,8.4162322502,5.098834281,11.9874437802,6.3623198912,11.5768425796,0.9700516596,4.5807314321,12.1905647683,7.9787604845,5.6489454722,7.993797921,6.2693352398,3.1416492116,6.3832692758,3.4585445128,2.1882781122,8.1174592157,7.0418131854,12.8339521376
42,1.770587565,6.6974567189,10.3205379184,9.1384158619,4.6363940077,6.522868092,2.5188213832,4.2566972709,13.9172274269,6.1833805203,3.964110631,7.76545457,12.5258766684,6.8768469506,7.1384512393,8.9142521725,6.0402052225,8.0103600918,6.0993823534,6.4699864313,4.6973634449,8.1850393827,8.987816816,6.9219747761,4.4235309039,2.4885727987,6.7867645673,5.3135857622,7.7700360737,8.8789583549,7.830285864,1.8049429281,5.8202242399,9.9852330435,6.1467127066,5.9414465561,10.6724304119,10.4391275796,1.484860556,6.1927696622,9.2818074958,3.3082785804,7.6112768366,4.4176060156,4.2856180854,5.2126469183,5.9274877556,3.9138689313,6.7025336845,3.2518670595,3.885903776,6.7166433065,2.7798343911,5.5406988264,3.9392180167,5.4793817329,3.9558892314,2.3028750294,3.2300179115,11.0663321902,7.6983890083,9.3460763581,9.110836916,5.647282689,10.6863969895,3.728588504,6.4419398063,3.3299680589,8.902903634,8.5934404238,5.351590303,2.6008939188,4.7424064376,10.0805366661,5.4474561892,10.6557961272,8.2442606184,5.6843341076,9.8616925429,4.9004745702,3.785945961,5.6000153781,7.4972643785,6.2355420399,13.3098706181,8.3283424218,10.2728078733,1.2661127075,3.8559348346,12.8975290388,6.850192001,6.8321348009,7.9986341196,6.3104637689,3.5782770827,6.7287666535,3.7472398362,1.7988615495,9.571279812,7.2604920024,13.5183528728
43,2.7686609483,7.6020851003,8.8274733675,9.0258691026,4.3350013033,8.1201332956,2.3323310531,2.6466924099,13.6653463644,5.4071133286,6.0816961376,6.3178281486,12.0831243293,7.5109700898,6.3890345512,10.0394689046,6.7690804245,7.6134336857,7.2345343502,6.4983529214,4.4875163706,6.2164124268,9.4413561295,6.8657071588,4.6089525382,3.3960323414,6.181045578,6.7903104896,7.7634956997,9.9240965831,7.0017410993,2.5954381034,6.1808790308,10.4619483177,8.110354106,4.0893858649,9.4157485729,11.4978042499,2.0551980212,5.6540739863,9.8549946785,4.5174242323,7.043822097,4.7418232365,5.4998932238,5.2893462185,4.5973942357,4.227125502,7.1723538438,3.716898035,4.5058627667,6.9077981733,3.0136860238,4.9157503002,3.9752139116,6.8501968797,3.7214633556,3.3557710495,3.7556745205,9.200500415,6.4151839277,9.6231405105,8.0716999422,6.7523193036,9.5692843012,3.9329522776,6.7125071519,3.728075215,6.9845923679,7.5443685124,7.4607863765,2.9597512546,8.1991788936,9.279340973,6.7568072772,9.873200375,8.479238479,3.5130302465,10.1378722331,4.1299963753,4.590814042,6.5193105603,7.9837801295,7.0765723834,13.1149844377,8.6516904625,10.212298187,0.4212072476,3.3409943499,13.4905724687,6.710234889,7.143523356,7.8267668396,6.6282472511,1.9953903499,7.2669609174,4.2002147221,2.6973963277,9.8385834438,6.9944199777,12.4724928729
44,3.1705843397,9.0870995585,10.4975754215,7.8808819746,4.5268220987,7.3797204322,2.8635413821,1.8574189007,12.7248319616,5.5469963331,6.569956159,6.0887119165,12.6910011997,6.8266026717,6.5244784694,10.1747869469,7.3056826147,7.4138688123,7.6046240133,5.6476443836,5.8527965187,6.1183254873,10.6563300264,7.8873879732,5.0114544704,5.1844793841,5.6839631721,6.292808122,6.3204781857,9.4707661899,7.4757720093,2.8981153226,7.1745329705,10.9099459557,9.2612011815,4.4089157309,10.525940459,13.067997102,2.6993339809,6.3856074417,9.2182866518,6.0119283669,6.5698914465,5.5307201339,4.7895704272,4.3374777949,5.3830379306,3.6968555715,7.8985818852,4.0218431889,4.607997368,5.9856963116,2.7892096603,3.8585563963,3.9356527075,7.7123229803,5.1837197062,3.0598640017,2.9361443678,9.1278251153,5.6184208636,9.8647562439,7.5073583986,7.3787573775,8.7656396837,3.7496496852,7.292948732,2.9818450525,6.8045332302,7.6586857146,8.2385687615,3.6153400493,8.5833160511,8.3942554183,6.4527292718,9.5638401328,7.1511668268,4.9769536042,9.5546437695,5.4935683312,4.9219388057,6.1118368142,9.5344564445,7.7987294204,13.0235271219,6.9955638528,9.7018925294,2.2830286326,4.0386628921,14.136287685,5.4002943664,6.8803689905,7.1705582676,7.2460111174,1.7715522677,8.5233883211,3.0460433093,2.2386499831,9.4490994476,6.861667545,12.89409791
45,3.1167774127,8.2751119857,9.8923674242,7.7964554402,4.0347897451,5.8382903354,3.3132580191,1.5943811241,14.2709962857,5.8412225892,4.1311269919,7.2284188041,12.7521377685,6.1856679558,6.8806951984,9.8591142819,5.7735651806,7.0851520565,6.8399561803,5.0780758644,5.8745065142,4.0613186512,10.6609449067,5.7195465068,4.913968254,4.3048512191,4.3725446486,5.7236380314,6.0899105375,10.2159378427,6.756008771,3.0957713572,7.8505629506,11.004612059,10.4643981241,6.785097549,10.0581977636,13.276719452,3.3208510455,6.6382103189,10.6143798217,4.550675905,6.4155242828,6.5720283254,7.8029686782,4.7385474793,6.0529230259,3.654841017,7.336217168,4.5941534805,5.096216183,5.2080878739,1.9264009209,3.3186960019,4.9719603857,9.4502014623,3.6666670907,5.2093754134,4.8285266556,8.7520997011,5.9076039335,10.4988490117,6.3176550351,7.9045767155,9.2318990296,3.955477146,7.9469621424,3.9247782403,7.6473013971,7.5067399332,9.8301326652,3.3166877119,9.166241652,8.0857306536,5.9726960612,10.5262587958,7.9342295516,4.0966521457,6.8189305528,7.5365939641,4.8295782619,6.5023816263,9.1934435555,8.1980268793,14.2207733356,6.7674094608,8.3610542217,2.6613148708,5.7452993834,13.6976629207,7.3149825664,7.4612401176,6.6660427659,6.5207233037,3.721100589,7.1895894277,2.94040113,2.665831427,9.0292782414,6.401423119,12.8088169642
46,1.7441035435,7.6095101886,7.9669750491,7.3948708906,5.5886304998,6.4050667315,4.3349049394,2.9650181981,13.4517995651,5.8750410771,5.1764664755,8.3356831484,13.1266125244,5.3305681875,5.9330438252,8.5649407322,8.0409756498,7.6394674914,5.1378531112,3.6267772634,5.5649108553,3.9736031638,10.375893318,5.9115825682,4.5089407777,4.1650100948,4.6798760566,4.9676468252,7.6339892825,9.5930119632,7.7648782323,4.8661591393,9.9115827365,11.4882745329,10.2094042481,7.9222839028,10.8807506792,11.6127951924,4.0977621827,5.8101139797,9.7444447918,4.7480772898,5.471913011,6.6255496388,8.207592181,5.3081376416,4.8095021675,3.7782240759,6.8636228949,4.3797370959,5.9214780829,2.40751403,4.0406387207,3.3266550739,5.6581984738,10.1332338149,5.0861775951,6.1289915532,5.6383817442,10.2938924388,4.8670848017,9.4613544298,5.8906320448,7.4814319728,8.6868458976,5.6107274941,7.9839172165,4.3958471499,7.4635071192,7.7308909586,10.0715919255,2.747248221,9.7277140515,9.4490994847,7.6217242168,9.3256578225,7.6379278011,4.783682246,6.9277191348,6.2558089969,4.3441919147,7.2717371644,8.0793150872,8.9864815253,12.7006044383,5.7143089127,7.9536514532,4.0366975912,7.3195348999,12.9796959228,5.9925916792,6.7957034687,5.1710867844,6.2607659657,4.103548894,8.372687081,3.3199362585,3.0196635636,9.6118325002,5.8982653213,12.7917961779
47,3.1044015187,8.6162824914,6.7000354202,8.1584650457,5.0273712645,4.9680687226,3.8093874268,2.8893566957,13.3913842293,5.3452813296,5.9392133955,8.0836963549,14.2536359239,6.1011049972,5.5522852001,8.5087187877,8.2529913835,7.6967042082,6.013615343,4.8887543559,5.2617121471,3.2943917011,11.8989547418,6.7843680399,2.9129964043,3.811679887,4.089181357,4.1146456765,7.5232712358,7.9283762892,8.1970700474,7.573926997,9.9751946136,10.9874157989,9.5670170114,7.714513808,11.7403145625,11.9125523533,5.1611618546,7.1845738484,8.9998294979,6.1860431496,6.5020406185,5.1100006639,8.7200664569,3.8076999051,4.3683011286,4.1272128498,7.3536175372,5.3168864537,5.7893900745,3.2590463564,2.4623299533,3.5194834296,6.0064124801,10.399349768,4.5355468459,7.0785923572,4.3490648178,8.1973820853,2.901137714,8.6666910997,8.4416862695,7.9328981104,8.5429277834,4.4507678342,8.160496413,3.8675831871,6.3797306009,7.5765395486,8.5677598862,4.748667115,8.9863619235,8.5500246413,7.3934691116,8.8821403585,7.4917933149,5.3503882045,6.4011226235,5.8563763849,4.8322736906,6.7833142888,9.1202387217,7.3030945555,12.6845612208,4.1491668968,5.3486515824,5.9556857827,7.4207427698,11.8972618108,7.1945792293,5.6769372089,5.9030389912,6.1176056535,5.2995695373,8.4457724157,4.6207040677,3.0850157564,10.1938306469,7.0814438042,11.9673584034
48,3.7267225675,7.6936799045,5.3082785124,8.4541749316,5.0906284146,4.3610080844,4.2609543091,5.4365744051,13.3206504198,4.7175877601,6.547574774,7.9861287483,12.2774515842,8.2106947987,6.5044308493,8.3351126342,8.7495719455,6.650978144,5.4546120802,6.2913922356,4.5530276688,2.2187002412,13.262870641,8.1710732376,2.5141397269,3.942585151,4.6268229665,5.3960329186,7.2365347717,7.4427467188,6.3454397595,7.9952856421,9.4422379449,10.3269251845,9.3466375302,6.3577082668,11.8586957195,10.0506276422,6.3116029374,6.8483814807,10.7201958792,6.3337431318,5.1619244252,6.4401348341,8.9394793692,5.1512612644,3.8627582185,4.6611343318,7.4261477218,5.4016688961,5.5639268029,5.5658951421,3.3706658592,4.26017867,3.0499345436,10.0639340181,5.1484020917,8.4172668419,4.3276083365,8.3992874361,3.8773163329,6.8122481683,9.5345268577,7.2894828078,7.881421649,4.2673984476,7.151030107,5.0235964589,5.5417810287,7.1531489538,8.2601982164,3.7846067715,9.2929776561,7.8064585882,6.1107102634,6.6518493433,7.2450628335,6.7861134364,6.410917653,5.0158264066,5.1654127166,6.571594851,8.9594961084,6.0227834115,12.08985064,4.9299425259,5.0059009859,7.5982820882,6.383313304,12.0633021536,6.2020582137,6.9765741068,7.3830643798,6.1272217807,5.722846247,7.5436668584,4.559246518,3.6005807367,8.4660196099,8.1779077338,12.3565026175
49,1.192496169,6.2506741871,4.6826941283,9.5337742828,4.2588214248,3.8532240292,4.0548283876,5.7328784715,12.6836734674,5.1684051986,6.4417253623,7.1141391403,14.2208082624,7.0200851634,7.5038495667,8.6765250974,7.5888940764,5.3667924402,5.5614416773,5.9940840664,6.4240278375,1.6905382865,11.1669509461,6.9232895468,3.7523315148,4.2355343222,5.2480486968,6.0102512165,7.8109620467,7.3590361825,6.8926529122,7.893784008,8.762284203,10.43907947,8.8997714669,7.9595671799,11.9066006362,9.7820081399,5.5383436629,8.7499711896,10.2670427847,7.8070915199,4.1082008335,5.2231205596,8.155831665,6.5301797315,4.7538036853,3.6977667541,8.2240712182,5.8541259304,4.2491941036,6.7942376324,3.2882478803,6.0358339507,3.6156933756,10.9695529201,5.1345820465,7.9574185491,4.621361937,8.4098189426,3.2531852169,6.1699978415,8.7100897222,9.054458796,9.3583506224,4.8152708555,6.8877462166,4.5079113712,8.5748988336,8.2652092387,8.9770550867,4.6003086195,8.5606124773,6.7238451086,6.8012816549,7.7347472277,7.9873784282,7.7414747418,8.7020978616,5.2471003375,5.0386978203,7.649918924,9.2141328204,4.9232754026,12.3070044351,4.8743555876,4.8673994442,7.7594213164,6.8611828734,9.3937804404,5.8207793525,6.1139861416,6.6059973679,4.0682359326,7.2409678499,7.0685335407,4.6452716813,4.0794422022,6.0808416731,7.7283720514,12.2942071352
50,2.4890712909,7.0755905605,6.2137659002,7.7693120593,5.6428885992,4.7851096903,3.1144923151,5.2044320102,11.9100002808,5.466366013,9.2405163448,6.0562752149,14.1455877863,6.054399607,9.3520452122,8.6117977707,6.4551730561,4.7210158737,6.3216427148,6.7350073046,7.0298683971,1.6781481916,12.3421920909,8.3312586308,2.9756754739,3.1162349526,5.8321394776,6.0401491854,7.600879269,5.9243272095,6.5090909675,8.8031109701,9.4170591275,10.5127344421,8.9598190247,9.2693454743,10.8339885579,9.447696785,5.9784459452,7.6609722881,9.2466506271,8.9902889921,4.3731446951,5.7566225677,7.4293919121,6.3396760171,5.7926478385,2.5988418224,8.1644055142,6.6135565993,2.5490557191,6.8099385075,3.7482972114,6.6298292405,5.0259914979,11.3562099317,4.8712073869,7.1558524707,4.7043107224,9.2805507926,5.3797370103,6.9826244042,7.6073660219,9.9391966413,9.7428375623,5.4535115438,6.1995659852,4.2646328697,8.6066564842,8.9161974832,9.171242863,4.6842550707,8.9577763857,5.9499431602,6.2108356825,9.4187765423,7.9024020344,5.7431372063,8.5969222028,4.0000819242,6.7243997594,8.088747111,9.1597037305,3.1379674201,13.7200934096,6.3073054275,5.2267040196,7.7404800063,7.9319596773,9.0343803893,7.2776635669,6.2083313014,6.7236576009,4.4900414269,7.8191897713,8.0254208206,7.065697878,4.7544062222,7.1315972615,8.3527908657,10.4543278519
51,1.9700367723,7.6173980052,7.308857068,7.4626493039,5.4719101905,5.9692886972,2.8895029413,6.0445381358,12.8634984811,5.818603841,10.0701894052,4.3929285015,13.2476789241,6.8013088888,8.8755357901,6.9512295162,7.2310031202,4.502507427,8.4066149997,6.2873878758,6.7930774446,1.2372103701,12.2704368711,8.5060250463,3.8069034324,2.5458397843,7.0546729178,4.7610374659,7.9720351774,7.8112713768,6.2243823693,7.898418103,9.8755165445,12.0360485641,9.0508711188,8.4514030661,9.9904527754,10.5638934466,5.2484897491,5.1838196032,7.8481032809,8.8591573786,4.0767991475,5.5086528376,6.6461294569,6.9648969653,4.3592488903,1.7931534323,9.0612372932,6.1920356726,4.5648666913,7.651186615,4.0671156286,6.5147302986,6.0072865778,11.7232255245,3.6917258202,6.781373497,6.7858502602,9.1848945117,6.6076877139,5.6324679332,6.2943367712,11.4238176708,9.2142707243,4.9053780217,6.3228335109,5.7565453875,7.3945323989,10.5531522579,11.0011865618,3.2594833541,8.7225795494,5.0518292797,5.5514453316,8.8924122029,8.2631327828,5.6784499112,8.3272614373,5.1838351251,7.3573994784,7.4756966724,8.2494407135,4.9105312875,13.4935981844,6.0561141862,3.7464212782,7.6515816387,6.4991174311,9.2247566557,6.5495952199,6.4964105206,5.7854007644,4.2036683489,8.8351119447,7.859153321,7.6694860707,5.5186703866,7.4880094889,8.1459857479,9.174160359
52,2.1611419956,8.5825740937,7.4264740996,7.284714893,6.1935827101,6.0792692253,3.1730289072,5.6993662701,13.8170488237,5.8902798099,9.3670423418,3.9409348713,13.2552108011,4.5683796397,9.3128891153,8.4755239886,6.906448031,4.0925031217,7.9500734498,6.0266106004,8.1469421954,2.7236057922,11.8281944234,7.4116695852,6.0288633917,2.2713989548,6.071816057,6.1709259443,7.9692358066,9.2332653613,6.6857239266,6.1198446165,7.9381104816,11.1648451403,9.5030552551,8.6108685014,9.3382619874,10.9943642831,4.8729752355,5.9579684746,7.7580503752,10.2161568827,4.6654633781,4.5795291535,6.673905364,7.0205344215,4.3853093198,3.1978368953,8.1579455107,4.7694835732,5.74340037,8.1292384147,3.4996278237,5.5903373519,5.1117706756,10.6721035387,2.9395925389,6.7592878633,8.1275905917,8.9633353021,6.3983145991,4.1749678927,7.2115717839,12.3315182119,9.705644303,4.423975392,7.0577226306,4.4429784466,7.1862266272,9.1260532078,10.330807672,4.0242678487,8.9891889135,4.5940270238,5.4099645731,8.2867037315,7.7110091256,5.8963470924,8.6235352954,5.2074669334,6.3281083004,6.5601326169,8.9194628243,3.961011853,13.3288345853,7.1519235009,5.7401237153,7.0039497456,7.3981168969,10.9344116874,6.153325187,7.3065598957,7.9575198986,6.5148517628,8.5391302167,6.4489517228,8.0677172084,4.3078432445,7.1421551027,7.0647769642,9.4553574558
