,10_1_222_nonlinear_homogeneous,10_2_222_nonlinear_homogeneous,10_3_222_nonlinear_homogeneous,10_4_222_nonlinear_homogeneous,10_5_222_nonlinear_homogeneous,10_6_222_nonlinear_homogeneous,10_7_222_nonlinear_homogeneous,10_8_222_nonlinear_homogeneous,10_9_222_nonlinear_homogeneous,10_10_222_nonlinear_homogeneous
25,8.1608510664,9.2576360559,4.0083371634,5.7243037913,2.6005788855,3.1446951269,6.5267741739,2.7272312559,5.19812321,6.6691000284
26,8.4994614008,10.1636388002,2.0404517891,5.3935917389,4.3493279649,3.831094251,5.568606091,3.4743799908,4.9007701048,7.0650121948
27,7.3031876775,9.824230553,2.1686191776,5.9195179384,3.7926159557,3.8892095872,5.0198337318,2.9231040749,5.8546049408,7.1414245763
28,7.2999880949,9.3076962222,2.1711263343,5.9378612308,4.3357863918,5.2554938399,4.7643456107,4.6595542793,6.187722252,6.7183294145
29,8.6836117963,9.3455638464,2.2385852504,7.1413875342,5.9275023594,6.7340385232,3.628274984,4.7318431777,5.6209519026,7.762567857
30,9.1723440582,10.1359966173,2.6695886675,7.179048053,5.4530074406,7.792993692,5.3382797677,4.4368748882,4.9001505665,7.8089455946
31,9.3545897579,8.4208684794,2.7444939316,7.8743670974,4.9571965566,6.8943495674,6.1063322267,6.6555781905,6.5075947439,8.5738217981
32,9.5884098923,10.5177168976,3.9430315239,7.698367362,6.4148661774,7.681905811,5.8884978217,6.557625222,9.3854736632,10.0639312215
33,11.0162283484,10.211906231,4.8761094517,6.8989679349,5.5513393465,7.3148401061,8.1969158343,5.5909908326,9.0095559437,10.3146750451
34,10.2707648632,10.0504991052,3.2281483656,6.3695313308,6.1174698426,7.7459941702,9.3913041884,5.0961569442,8.0669804583,10.6824613043
35,7.719120088,9.5677400831,2.1700250833,7.297216499,5.8821777831,8.2488595613,10.5367757718,4.7801596978,5.3544823841,12.0602904716
36,7.5569423802,9.2001649582,2.6623354218,7.7147910428,6.8339656788,8.786501086,10.4640291047,5.2525602355,5.2800298921,11.6693560983
37,7.0392381986,9.5017669439,2.535098271,5.6214715256,5.8864479461,6.9626857928,8.3847050622,5.1475507871,5.0905534213,10.2034685247
38,5.516413511,11.0396675415,3.3071443006,4.8089839094,4.702845874,5.9205520186,9.85565161,3.8735363081,6.1265207764,9.7834515991
39,5.882190653,10.5871110525,4.1739228231,4.8899725034,3.8244544892,6.0662261196,9.6966359563,2.7260277714,5.7407221576,9.99866179
40,4.534797158,9.93553864,5.8558661659,6.9359609468,3.910630787,4.5087962675,9.6822424593,3.1829790221,7.2718339704,10.8235772757
41,3.3450916016,8.4761038533,6.6872028377,8.9031635535,2.8276841679,4.2537467206,9.5280635169,2.4883937224,5.6947433372,8.8204449344
42,3.0231193857,9.4929097112,6.356537176,9.4267666852,3.395501603,4.9852800693,10.407095273,1.9482441936,4.2239372167,8.6021701742
43,2.4649839225,9.8074908657,6.7331146741,10.4057145982,2.8556878807,6.5780074695,11.7028536206,3.3566040951,5.0025433507,9.439958505
44,3.4665482074,10.4479541097,7.271249543,9.3729523542,1.7792532812,7.4546429237,10.7141199693,3.0487378689,4.3947490008,8.8962419
45,4.4556938846,11.0507657849,7.6038855068,9.7963233932,3.1487566037,5.5000077145,11.6557730393,3.2190737941,3.4932020324,9.0169528719
46,5.844917149,11.0630002073,7.5720071743,9.8504146508,4.0335863856,5.4461138065,13.5054742271,2.9139080647,4.7151677419,8.7709061789
47,6.2724111026,11.1606766717,8.8559342221,10.1095866476,4.4230451805,5.918554779,13.7017326265,4.2012418533,4.462373865,8.4471258487
48,4.0154064063,10.7538877159,9.7794217791,9.8054145837,3.6406327236,5.8266502164,14.035555612,3.8482239017,4.3791680036,7.1928467804
49,4.0626349155,9.7236304144,10.7658720375,9.240053256,4.5792796656,5.9051434587,14.6822637823,2.4512383688,4.2014616036,6.6561266167
50,4.1656438681,10.3816395655,10.3592947021,8.7951296964,4.0162933536,6.0032663442,13.2272645569,4.1855758684,3.8885504551,8.6599639314
51,5.2916169357,8.7223948252,10.3214513666,8.4640100329,3.5011499373,6.5807439029,11.7331606874,4.4428305834,6.6585618873,6.8263133566
52,4.6262120086,9.0567651876,11.1059561921,8.375414809,3.7799357962,6.8220298632,11.4176771722,3.7272173448,6.8494931216,7.0937900249
53,5.5897691289,8.8067273573,10.8758664187,8.6381664274,4.5707764713,5.9210912168,10.9812200416,3.0578215005,7.4986867301,7.1522391402
54,5.6810865912,8.0502456228,11.7761843165,8.6522722829,4.6271243273,5.7054988815,10.4408840715,1.9854177737,6.0926095713,7.6827792397
55,6.0077917347,9.3834833031,12.1148451197,8.8256017881,4.3757466494,4.8242180366,10.3262202519,2.3192208828,5.1751351832,7.3714572496
56,4.68881204,9.1868498396,12.9561700761,7.6813535252,7.7001678659,5.7280978174,12.9822948069,4.0567667354,4.2019967116,7.2361063799
57,5.544290138,6.3926242766,12.4637681807,6.2431293892,7.9366936563,5.6520361175,11.8307534887,5.3799348954,4.7260554129,8.4195652532
58,5.0894438389,4.7007475935,12.3784332149,5.2374700602,6.9155815378,7.0394294713,12.3942805578,6.1386795059,4.9055954598,9.6057184437
59,2.3646105409,3.7080038036,10.8397363467,6.3139819002,7.661334914,6.5658932281,14.5027523135,4.7045384911,4.8670452831,8.3429244559
60,2.9681450886,3.2948045065,10.3978194505,6.3006686403,8.3497551234,5.9932312097,13.8015766031,4.3168754226,4.89728099,10.358234888
61,3.528472452,2.7120833672,8.6439391165,7.0579333236,6.7729743809,6.3862019504,12.9688209147,4.6734237768,5.9769448767,9.7468162989
62,4.109577588,2.3907846305,7.3051178522,7.4536478221,5.827118086,6.9943054297,14.0552625092,4.5215991036,5.8027654064,8.9911533866
63,3.3523279323,3.0370908538,7.1404120673,7.8098980418,6.9763657643,6.2477009501,14.0390578376,3.7703139568,5.6846438042,9.1240584196
64,4.5097317539,5.2184501276,5.8264595326,8.6274187346,6.8123387804,5.0696933297,14.1620760387,3.5655231282,6.4412172021,8.2682726039
65,3.6779028165,5.1540188871,5.4258485762,6.797261766,8.9032732984,4.2697956142,12.6101603618,2.5599294587,6.9175758665,7.6057158508
66,3.4777826395,6.4686601222,7.9787489293,6.0176936206,6.1160009583,4.4454930116,11.642629226,4.6652271455,7.8106017915,9.3095604974
67,4.7122688796,5.2982511534,7.330991098,5.3628336663,3.9300768753,4.6814569069,11.6844072432,4.4435825524,6.0962029871,9.3013040426
68,5.5860541077,5.2884561758,6.3105784939,5.7418687276,2.929022979,4.8367971036,12.4930649066,4.1005416965,7.4240871047,9.5370869609
69,5.4093080427,5.8212609929,6.8028120214,5.9574139352,3.1094897126,6.5653712054,13.3074274977,3.2543454469,4.7117449582,8.9001813042
70,4.7655716311,4.9916019719,5.4258911009,7.1132114718,3.5373171302,4.4720552567,11.5598644095,2.826840828,4.9442423834,6.492820872
71,4.6133412909,3.7987867342,5.6697400893,5.8798307237,3.4908694905,5.4360340835,11.7362285382,3.2808256389,3.5301081552,6.6677168415
72,3.9524350667,1.9029083929,5.1063928797,5.3111130328,3.6226276842,4.1243465807,12.3374902364,3.9366165757,4.0271399421,4.5991435147
73,4.6496023448,2.5379941824,5.5350393796,5.0011622873,2.369045269,3.5738147541,12.9969772862,0.7244332951,4.4626349738,5.8616126187
74,4.0589214736,1.9218951718,4.596024559,5.8216937561,2.4327821608,2.6018498265,12.5077526176,0.2661073941,6.0648078177,5.6800336519
75,3.9638291227,2.9746929881,5.9550287881,5.0426815461,2.3337594072,2.6003965357,11.7317993495,0.7505639897,5.9659274061,5.2854226961
76,4.2322443354,4.1812051345,3.8971788309,3.2400500846,2.8890493699,2.2125285624,12.1626814408,0.3062379271,5.7795396536,4.9011343719
77,3.0910405241,6.2495684379,5.211495509,2.8301764691,2.4413424262,2.3127786871,12.7422774479,1.0181002693,5.6792182306,5.6139957529
78,3.076949049,5.7357407811,4.9975188152,2.0855228329,3.3563566297,0.9724266243,12.3084552487,1.1293011994,4.6148846082,5.8871621872
79,3.9472488348,6.9074213471,5.118015485,2.0266516824,3.9021287856,0.5473889834,12.9372830026,1.7500589717,4.6168247266,5.0047951146
80,3.0399529424,7.631266974,4.884735843,1.1871577812,4.6859689885,0.8531672635,12.2326482566,1.3089064038,4.3019351825,4.7249628686
81,2.612766291,7.0117052455,7.7942270078,2.351337649,4.6165127802,2.4735082186,12.3894078378,1.6468962336,6.3906361392,5.203782221
82,3.6100224272,9.5214798707,9.5583752896,2.2911975439,6.2649658576,2.942990929,12.9099109355,2.4850182563,6.0841819841,4.8368161702
83,3.4947068242,8.3136208503,8.1090330059,3.5628443818,6.4381638558,3.3397860535,11.6107019744,3.2420187623,6.5616113909,4.2255609817
84,3.6976301365,8.2405019179,9.6034895959,3.7180241037,6.3917051457,4.9787926203,12.1587243353,3.2361950551,6.2302633903,5.1055697785
85,2.3088311329,6.6573336261,10.4261891065,1.864026066,6.2090265547,5.0116522816,10.6524101138,3.5522142706,5.3536434186,5.5561264139
86,2.9951725085,7.9127628572,12.8139344885,2.8471494842,7.5922892511,7.0595008993,9.6620282929,4.0410418212,5.2150600983,5.3168913646
87,2.3508740113,8.031249055,11.7510021759,3.3886591629,7.8988756912,7.0422462662,8.6419040195,5.8089281574,4.5830457464,2.9360411105
88,3.2917545339,7.4710456071,9.8732807172,1.0482047435,9.2103081883,5.6147901125,9.1276019904,6.1228343305,3.4470232305,1.8641073133
89,3.9849229404,9.1484520602,10.1668650237,3.3594523015,9.3969084128,6.5097955359,7.8473095778,5.5180355777,1.9564042382,2.8273364705
90,4.5322414584,9.2338584196,9.2271464516,3.724788713,8.8532019575,8.2480215575,7.6740790548,5.3831091755,2.658406991,2.9531266177
91,3.4910170571,8.7977035064,8.7745387094,5.2710790961,8.4823432538,7.5824480628,6.957714495,4.8399042972,2.9912139501,3.0166597986
92,3.0280994054,10.4933457681,8.5673605703,3.566486455,9.1190900695,8.1097499912,5.4375306461,4.6111062797,3.2686293881,2.3709774464
93,3.0775821074,11.3558503232,7.3149486835,2.3893344011,9.5334742676,7.9205460282,4.746187121,5.4939607925,3.7375516467,3.1372619078
94,3.7087230371,10.1819743567,7.3601295758,2.722792106,8.8382808159,9.0047585317,5.3994525209,5.6155536016,2.9997721667,2.235895819
95,3.8578405063,10.0604188312,6.1642763854,1.8739184165,9.6289779856,9.6238661793,7.3378879767,6.307981374,2.3289500221,2.0814453712
96,3.7463028508,9.334774578,5.773515293,0.7875616689,9.4443135284,7.5776797271,6.4200993312,6.4513519189,2.6881853155,1.5837135933
97,4.8509864715,8.7050040892,5.6068272589,3.1025425468,10.1932893808,9.0924100028,6.356175148,6.1347012728,1.5332748274,2.0775521016
98,3.6049753353,7.3030884295,5.914430368,2.8912308803,10.8127175143,9.424859083,7.7709214121,5.9764118587,2.7519520742,3.4983583333
99,2.6314760219,8.3418593914,7.3377943535,2.0094904232,10.9418488895,8.5985311079,7.6333457369,7.4246292199,2.4764899751,5.423014575
100,2.6071511816,9.806920518,6.8632534584,2.0140999203,11.4345213658,8.8200081415,6.1271712452,7.055066005,2.8644880845,4.8417241279
101,3.3285597881,9.2482455816,5.9981180755,1.8483203423,10.8811032957,8.9759214685,5.4631334607,5.9488939862,2.5251065431,3.3113880704
102,2.9762025446,8.1139284287,5.4001071071,1.9093230388,9.4188474762,9.1355923141,4.6569002611,6.0389595435,4.3845852655,3.0632312757
103,2.5968459822,9.5937947852,6.179864542,2.4662984341,8.4054441436,8.6131171817,4.7281510482,6.8045009085,6.6398789604,4.7627380701
104,2.8710068045,10.4520062786,6.2232564282,1.315208022,7.9459042461,9.4611632303,4.6850579961,6.2242478073,7.0560588744,3.3984097001
105,3.4213555892,9.774753795,7.2967761703,0.74768532,7.1085758715,8.2577630937,3.707664633,6.6320590483,7.3235575904,3.3890100319
106,4.6047822944,8.2495271631,6.2715016375,0.9167526137,7.2660657588,9.0671328639,3.9252872571,5.4701399662,5.661540093,3.1446329738
107,5.5289328571,8.2406786018,7.7783151213,2.9982340921,8.8030838711,7.0988752884,4.651492132,5.6376075741,5.9758032774,3.8750160849
108,5.7963483268,9.4981125474,7.97650312,2.9333288224,7.4772669498,7.5468276438,3.272814103,5.9538777834,5.452293342,4.7269183117
109,6.8680842897,8.3886034021,5.8722835321,4.3536904507,7.0969286181,8.9825276483,5.100750012,6.6740568022,4.7745170159,6.0882939297
110,5.676036929,7.8422191324,5.4758498419,4.8255322346,6.250408277,8.8392662296,4.8233969989,5.2702088721,4.5726567449,6.3318529877
111,4.7354273443,6.9859154651,6.6555132505,5.1241341062,7.0083938659,8.9552158341,4.1058407292,5.9288996692,4.112048169,6.3781488339
112,6.0020221209,8.5847828265,6.3881937473,6.5968432849,7.2377881784,9.248474965,3.07241154,6.1263974562,3.4384464224,6.6349377564
113,5.5317488895,10.021761459,4.4791621082,8.7225930475,8.2510617332,7.519320058,4.5305571528,6.9360241592,2.8919769318,7.961299169
114,4.6055531046,7.4882606361,5.0153233024,8.7053927059,6.9731316148,6.5196296887,5.0118655755,6.4022019046,2.9866439346,7.3882714587
115,5.4130316481,8.2490995426,6.452777169,8.8110904195,6.3308924654,6.3018427889,5.8084121246,6.4093560222,3.6149064473,7.6835709232
116,5.6215504087,7.1079645633,6.8090739667,9.9895516717,6.5117939406,6.1827624199,5.4309519328,7.7371505062,4.4763674046,6.559566941
117,6.0850948714,7.8594144397,6.7920436701,10.2547785163,4.8362743046,6.4499264666,5.6430094262,7.1551835492,3.8235086177,5.4036681545
118,7.3114590368,8.6359232086,7.6713256044,8.5411165722,4.432032,6.0217647182,6.6578097794,7.1258799623,6.9672929753,4.1971854764
119,8.3676722548,8.4233367031,7.2726454247,9.4522892257,4.7569965315,6.2211169293,6.3957673913,5.9233913146,7.5511718722,4.2418380665
120,9.7339453684,8.8626489116,7.2026009766,7.9769757227,5.1907054451,4.4413036826,6.2376045974,6.0945054133,7.1389649202,4.7350419764
121,9.4344347417,7.9718924893,8.4504068086,7.1434269503,4.6716552461,5.0873121066,7.2533365837,7.9630166955,7.640004798,3.2544015614
122,9.662490541,8.0787649812,10.0410239571,5.7696386407,5.0715585311,3.390574448,8.5268625755,7.5306439534,8.4448843231,2.5869243889
123,8.3396227633,7.8154452409,8.2664998764,5.6649941671,4.1069470895,3.7140650159,8.0217704657,6.5265194538,9.193482843,4.5605945822
124,7.5652457227,7.3384791462,7.9711242452,5.6999151349,5.8189312061,4.288825012,7.699618244,7.8828963839,8.2461513484,5.5684655584
125,8.1718892878,6.8336822813,7.6155447242,5.5205558288,7.0279293459,4.7648111755,7.3791263379,7.7596006423,7.8446906396,5.7175917857
126,7.998102751,6.8121915922,7.6433091359,4.8151531092,6.0936057592,6.0578032533,6.4324144785,8.7892147694,7.3828053719,7.2919243743
127,6.8206375785,6.3723601932,7.4573081902,3.8466425429,5.8141980295,5.3920534226,7.745175869,8.7145732735,9.0460804662,9.3809894023
128,5.9660142288,6.4996644271,6.370466523,3.3295427532,5.7533434998,5.920368668,7.7372527352,8.5374631787,7.6399724834,7.9620682411
129,6.2751954274,7.9992946055,6.3128740287,3.5580095667,5.628249386,5.5887375423,6.6654821248,8.9659470252,9.8710779586,7.8293301876
130,4.4464199031,6.5910610779,5.6960705223,3.4461888201,6.4607044744,5.0892217944,5.3086167472,8.3608125049,8.9478830798,5.3631814648
131,4.4072444677,6.0346047542,7.9117845874,2.9434464918,7.233297368,4.9426494304,4.0047677375,6.8728067691,7.5716449963,5.679290054
132,4.9633317131,6.4630805477,9.2458266886,4.0559285407,6.3221733005,4.7909941898,4.7389446385,7.8716465597,7.2921679058,5.988900832
133,5.6927550683,5.9213164464,9.6288678747,4.7606003132,6.4172696466,5.8583468178,4.998324658,8.3117256382,8.4449644285,8.5236819832
134,5.4978903779,5.1530570592,9.7111644757,2.9400357821,5.1672500914,6.9394930183,4.9319360714,7.6916934097,6.2826206657,8.1718811553
135,6.521728264,4.5921590581,9.1873210755,3.1907043903,4.7205378,7.1433192703,5.8812291992,8.3369564678,6.4430051715,7.1277129043
136,5.5108906123,3.9879860549,8.4404665977,1.8385435273,5.4922282302,7.6094191006,6.779759617,8.4960715744,6.1940209151,6.4774306846
137,4.2340924684,4.2484846522,10.0911751818,2.829306603,5.004038494,7.2820879773,6.077389079,8.0631554304,7.8744805054,7.662850446
138,4.4664267824,5.1779451008,8.8264491514,2.449588559,4.7598383802,5.4516158024,6.1456761159,8.1326848679,7.4087069393,8.8718019519
139,5.3678969,4.3233971831,9.2521843817,3.4319403677,5.4237639286,3.7285229254,6.3085117605,8.1303017795,6.8105828354,9.8519242971
140,6.6987697562,4.0086232842,7.9786368104,3.7722977372,4.1885589749,5.1278707108,7.5808627614,6.9910001464,7.3296231213,8.1259140799
141,7.0433193783,3.0038371459,7.6187665816,3.2037248505,5.4770396787,4.0277954521,5.7992149074,7.0788903994,6.9641691622,8.6278480047
142,3.866902109,2.8078429668,7.4177527375,3.8912528522,5.6018185575,5.0715602412,5.4247398579,7.3143529238,5.5982371154,7.3183205178
143,3.4500745964,1.8635682322,7.3641521006,2.9386754368,7.3234168447,4.6110514093,4.114240011,8.2793078653,7.0778285534,7.3299244035
144,4.8447879945,0.931249975,7.2716330026,5.440512201,8.4082652514,5.0689018686,4.3436763814,6.9364289573,7.1739141863,7.397473868
145,6.6095737241,2.1120799006,6.474301194,5.2581923316,7.3979142837,5.2723409979,3.554119978,7.2611904435,8.0104939848,5.8848340403
146,7.377685366,2.9604524326,7.6892092407,5.1111396043,6.929505457,4.8248415876,3.4147213045,7.5061686644,8.6786292524,5.9953039484
147,7.3014316754,2.7162271275,8.6278268773,4.9261859884,7.6674161613,2.8424566046,4.2030146893,6.2571807314,8.520282342,6.1720799342
148,6.2495762722,2.3433669175,8.8702397987,5.8580105615,6.8304977182,1.9133150907,5.5647044696,6.4482930145,7.7359789217,5.5624271199
149,5.4497034703,1.1387239644,9.5116554424,7.197738478,7.0504030934,2.6977412741,4.8085797199,5.7469575178,7.6604941563,6.5305988193
150,5.9009319783,1.5470342448,9.1313116551,6.2038630971,8.2401318397,2.3231760188,4.4399253119,5.3211718086,6.7363503139,7.0684681681
151,6.0772325154,3.3393388496,9.109844,4.6069271802,8.3753724524,1.8070520354,4.1550765597,5.4152356562,5.3805803192,5.4041014985
152,6.2763402838,4.091744918,8.9649463805,3.1384470618,7.6572032168,1.499431644,2.6095332898,5.3214548827,6.2373495124,4.6844922737
153,7.1862229676,4.4281208352,9.2205697456,4.9132216599,8.8101702409,2.5263518103,2.0943704445,6.7465878258,5.0869845216,5.2596917089
154,7.3945892222,5.0245543319,9.0286084873,5.0226966377,8.9512637603,3.9501905881,3.342307805,7.3899116108,4.6036542219,5.423242901
155,5.4255103755,6.2240873861,9.2459571741,5.0532406233,9.381158613,4.751549759,4.7669861147,8.8257904435,5.8294337092,7.3288558791
156,7.7207135186,6.7591784599,9.5630039256,5.493598659,10.6252725112,4.6953674632,5.3157982872,10.8153703332,4.6089427249,6.0499087669
157,8.4323332905,7.1267883388,7.4484356494,5.0507459235,12.2758010879,5.1072057517,4.9013541785,10.4605227673,5.3385065929,7.0873132349
158,9.0923693013,6.2581493517,7.2527405083,4.9501386818,11.9762575606,6.3696689314,3.4231620685,10.8502586521,6.5790306913,5.9195339116
159,8.4556563728,5.6096110431,6.9668595538,3.7088490296,11.3201923277,6.3427247865,3.6458380792,11.3145465639,7.46363173,7.8575953643
160,7.6056229706,4.9845128939,6.5909195636,4.7188885665,12.2389130919,7.5130871121,2.6627065714,10.7075810983,7.9654046026,8.5013305602
161,9.3182521321,3.4015968186,5.3301186343,5.7672666978,11.4615259688,8.3463560265,2.7260413784,10.5157239169,8.7503948306,8.0684835458
162,11.0057665249,3.6721516234,5.2387847742,4.6417880346,10.2348073566,8.0114711686,3.2036861023,8.2221053958,9.5000504334,8.1062825363
163,12.1916684412,4.597220187,4.2728209383,4.8334389426,10.5176537974,9.0196789179,2.2739268155,7.9117064011,10.2731396494,7.4129165803
164,10.3427236687,6.2005545219,4.6204955653,6.338773119,10.2953138086,8.4146761229,1.8554249063,9.2363374582,8.007644094,8.0343048888
165,9.7796098742,6.3190869447,5.6750696314,6.9459684662,8.7598414483,9.8022132058,3.0090951067,10.576037887,7.5273498921,8.3280583884
166,9.5220806074,7.346789149,5.7085115822,5.9562416542,7.2863358897,9.9773917845,3.4993323104,10.6532775301,7.7776153135,7.7733653656
167,10.1952663142,7.4754873318,4.012621505,5.2159188662,8.6036293329,9.4292820366,3.1018403745,11.8163942075,8.0820577294,7.6454365311
168,10.369500212,8.473620187,5.2240312182,6.2641991172,8.4213574448,10.3581069312,4.2143360479,12.4073006279,7.185368197,6.8056719034
169,12.0608783016,8.3187024472,7.6749158714,4.6678591779,6.0153703893,13.5809310446,3.7507568386,12.6334629362,8.6749875557,6.3173860037
170,12.1259529034,6.5837265766,8.3379747621,3.566536332,5.3110558044,13.22777558,5.3739280013,10.80722726,9.5115963306,6.0811664189
171,12.7890355728,6.6039275647,8.7850790737,3.2051311245,4.7267249716,10.9347150834,6.138195323,10.7988651145,9.7415906393,6.6205039631
172,11.8959902341,7.5309348047,8.5442313812,3.5015591658,6.4540139456,10.0366125843,5.5133130969,12.1229693447,8.7062212563,7.026376194
173,11.6750660344,7.4833640026,9.5826894874,3.2149253963,7.2364634441,9.7552709189,6.2860828324,11.0842343588,6.9374472058,8.3640377942
174,12.262629681,8.2649933602,10.6257926811,1.981760918,7.0139266467,8.9138849011,6.8333189982,10.8721394006,7.5792005862,8.5360456658
175,11.2313381957,8.3752665998,10.4029328863,2.5606677567,8.097614052,9.4595841521,7.3331896474,11.7235551543,9.3304884948,7.9178379184
176,9.7254775792,7.0166880125,9.5255140467,0.133843478,9.4539662543,7.6540083017,8.1968043921,11.4290549616,9.5638450524,10.0056038976
177,10.4372172848,6.8151870206,8.7296281026,1.0999276559,9.8787586764,8.7286449329,7.3330057622,11.5269224201,8.6041370702,11.0959932897
178,9.2344902969,8.4327571109,9.319440609,2.4683504658,9.5264546934,8.9804157862,6.7481470307,10.9900785673,8.4354344676,12.6259991558
179,8.0771665159,8.2849228516,10.9827490091,2.7372503806,8.9166092925,11.2022709611,6.167598148,10.9403703837,7.6395178714,11.6507728481
180,8.8396366393,7.3059438742,11.0489399583,3.2957975226,10.1161191414,10.8375030377,5.7081885044,9.057254661,9.0151963058,11.3376430467
181,8.5464049536,7.419711656,10.662743142,3.742981278,11.3251758892,10.2830300747,5.9605979239,10.2229086504,9.3105370163,12.2248960655
182,8.0660588771,6.6398096991,12.0238241299,4.7364264196,11.4659317819,10.9899484747,6.0634618298,8.8994748212,9.9645556741,10.7831242894
183,6.6228888407,4.5054485379,11.5370505532,5.1019412541,11.1222196348,9.5766642672,5.9190797292,8.9766361549,9.978264938,10.795893683
184,6.6993633412,5.5581728006,9.2108085123,4.5231364951,10.0577868968,9.1877638063,6.867928476,9.0394781708,9.377850248,10.3144563395
185,7.1883466743,5.4587412115,8.5054009966,4.718726366,9.1030381495,8.9091423329,6.3681203243,8.9524843221,9.2402840891,11.4298601303
186,5.5284608198,5.0369527558,10.5529757491,5.9491756964,8.6440244348,10.6155583069,6.6234410651,9.087539355,8.4549593963,11.2117151621
187,5.7914817602,6.0113602467,11.3985331088,4.4099596046,8.9788512393,11.1542394343,4.3449476822,8.7708219487,7.4182779553,12.0428957155
188,5.5086685541,4.6241613256,10.9066761839,3.7463087413,9.4917256204,8.786336896,5.0378109173,6.4541232232,8.037141609,10.2516148065
189,5.4203118836,5.1650142539,11.7236280685,3.7109413231,10.1822115557,9.3695076987,5.0859803561,6.7567695766,7.5240039566,7.9621964113
190,3.9273481283,5.798434199,11.2709024158,3.9359064617,9.200491336,10.753759907,5.759957471,8.7446645814,7.2178603891,8.1985138725
191,3.3364073855,7.0021647013,10.5390376021,3.5332441867,10.1576434791,10.8570099017,7.4574742045,8.1808481356,7.94549253,10.4814512185
