,101_1_222_nonlinear_heterogeneous,101_2_222_nonlinear_heterogeneous,101_3_222_nonlinear_heterogeneous,101_4_222_nonlinear_heterogeneous,101_5_222_nonlinear_heterogeneous,101_6_222_nonlinear_heterogeneous,101_7_222_nonlinear_heterogeneous,101_8_222_nonlinear_heterogeneous,101_9_222_nonlinear_heterogeneous,101_10_222_nonlinear_heterogeneous,101_11_222_nonlinear_heterogeneous,101_12_222_nonlinear_heterogeneous,101_13_222_nonlinear_heterogeneous,101_14_222_nonlinear_heterogeneous,101_15_222_nonlinear_heterogeneous,101_16_222_nonlinear_heterogeneous,101_17_222_nonlinear_heterogeneous,101_18_222_nonlinear_heterogeneous,101_19_222_nonlinear_heterogeneous,101_20_222_nonlinear_heterogeneous,101_21_222_nonlinear_heterogeneous,101_22_222_nonlinear_heterogeneous,101_23_222_nonlinear_heterogeneous,101_24_222_nonlinear_heterogeneous,101_25_222_nonlinear_heterogeneous,101_26_222_nonlinear_heterogeneous,101_27_222_nonlinear_heterogeneous,101_28_222_nonlinear_heterogeneous,101_29_222_nonlinear_heterogeneous,101_30_222_nonlinear_heterogeneous,101_31_222_nonlinear_heterogeneous,101_32_222_nonlinear_heterogeneous,101_33_222_nonlinear_heterogeneous,101_34_222_nonlinear_heterogeneous,101_35_222_nonlinear_heterogeneous,101_36_222_nonlinear_heterogeneous,101_37_222_nonlinear_heterogeneous,101_38_222_nonlinear_heterogeneous,101_39_222_nonlinear_heterogeneous,101_40_222_nonlinear_heterogeneous,101_41_222_nonlinear_heterogeneous,101_42_222_nonlinear_heterogeneous,101_43_222_nonlinear_heterogeneous,101_44_222_nonlinear_heterogeneous,101_45_222_nonlinear_heterogeneous,101_46_222_nonlinear_heterogeneous,101_47_222_nonlinear_heterogeneous,101_48_222_nonlinear_heterogeneous,101_49_222_nonlinear_heterogeneous,101_50_222_nonlinear_heterogeneous,101_51_222_nonlinear_heterogeneous,101_52_222_nonlinear_heterogeneous,101_53_222_nonlinear_heterogeneous,101_54_222_nonlinear_heterogeneous,101_55_222_nonlinear_heterogeneous,101_56_222_nonlinear_heterogeneous,101_57_222_nonlinear_heterogeneous,101_58_222_nonlinear_heterogeneous,101_59_222_nonlinear_heterogeneous,101_60_222_nonlinear_heterogeneous,101_61_222_nonlinear_heterogeneous,101_62_222_nonlinear_heterogeneous,101_63_222_nonlinear_heterogeneous,101_64_222_nonlinear_heterogeneous,101_65_222_nonlinear_heterogeneous,101_66_222_nonlinear_heterogeneous,101_67_222_nonlinear_heterogeneous,101_68_222_nonlinear_heterogeneous,101_69_222_nonlinear_heterogeneous,101_70_222_nonlinear_heterogeneous,101_71_222_nonlinear_heterogeneous,101_72_222_nonlinear_heterogeneous,101_73_222_nonlinear_heterogeneous,101_74_222_nonlinear_heterogeneous,101_75_222_nonlinear_heterogeneous,101_76_222_nonlinear_heterogeneous,101_77_222_nonlinear_heterogeneous,101_78_222_nonlinear_heterogeneous,101_79_222_nonlinear_heterogeneous,101_80_222_nonlinear_heterogeneous,101_81_222_nonlinear_heterogeneous,101_82_222_nonlinear_heterogeneous,101_83_222_nonlinear_heterogeneous,101_84_222_nonlinear_heterogeneous,101_85_222_nonlinear_heterogeneous,101_86_222_nonlinear_heterogeneous,101_87_222_nonlinear_heterogeneous,101_88_222_nonlinear_heterogeneous,101_89_222_nonlinear_heterogeneous,101_90_222_nonlinear_heterogeneous,101_91_222_nonlinear_heterogeneous,101_92_222_nonlinear_heterogeneous,101_93_222_nonlinear_heterogeneous,101_94_222_nonlinear_heterogeneous,101_95_222_nonlinear_heterogeneous,101_96_222_nonlinear_heterogeneous,101_97_222_nonlinear_heterogeneous,101_98_222_nonlinear_heterogeneous,101_99_222_nonlinear_heterogeneous,101_100_222_nonlinear_heterogeneous,101_101_222_nonlinear_heterogeneous
53,1.5199678602,5.5809588407,1.0816068278,5.4123233259,6.4445318652,7.5649918084,5.7846848498,9.3872309075,7.8346598533,9.6352410914,3.5496085316,11.3222405736,5.8363399907,3.9950692888,7.6040895012,8.8519122763,3.3698269997,8.9108640033,6.9045681397,7.6481824996,9.3455287757,9.7799242433,9.1527487274,10.777273358,5.5324049468,7.1074120197,11.4574429507,10.1533253701,7.8498555105,6.9269309682,6.7744118155,6.9180520322,12.0548157089,3.8595805029,5.5509969226,3.2688013268,5.3963098399,2.9691126602,8.8568019416,7.8225200149,12.3431317028,4.619583928,7.0260965431,2.884422799,6.659565989,8.2044844927,9.2287895225,11.1482991545,7.5693351498,8.3456510867,2.3463077532,6.5644787043,7.1984356003,8.0441898795,11.7922551613,6.8618366631,7.9894438256,6.9515817349,11.2525288153,10.9573985636,7.1531121974,5.659779082,10.0304070649,4.8944570077,6.94162972,3.9097521129,5.1328911008,10.5264023066,3.6256759192,2.8772884849,6.278228606,10.0412073869,3.3729332928,4.4476157818,10.65931066,7.8610951786,6.9147668681,4.6937773195,7.0208605517,3.4938198344,2.0496074048,9.6852106454,2.2394597525,0.7198758996,4.8246964977,8.8746572368,9.2786833807,12.4431492638,6.656410049,10.8710996064,7.0448892881,7.3998214744,5.4519611393,5.0560484551,10.416279522,12.090240185,10.5700704349,8.5977624199,9.4752294636,6.0076496069,6.6026520631
54,2.3326796782,5.3664379089,0.9571322996,5.3087997647,5.2502246175,9.4418928724,3.2212381973,8.914278714,8.2662336462,8.9855774966,3.1320011932,11.6781929399,5.7717255643,3.7671989412,7.5978496243,8.5407035588,4.2573024276,9.7084308305,8.5440006256,8.9366632445,9.8462613215,10.0502979932,9.2634195837,10.3850048894,4.8569772319,4.6707378196,12.4679643546,10.3113877309,9.3310703696,5.8353697145,7.2078714467,7.4572546899,13.6250841298,5.4380724294,5.2612592912,2.1478454947,6.3651513474,5.367408856,8.8050279552,5.8187284804,11.8521995092,5.6960310038,8.0486072367,4.1347282359,7.4665166086,8.824058545,10.1864841384,9.5522471492,6.7439991221,9.5910216889,2.2963747274,6.9949924096,5.9894997438,7.5844056478,9.2844982576,9.1026468953,6.3646270819,6.2874834268,11.4182344923,10.6171441686,5.2495483982,6.0387723604,9.5462332965,6.8219202221,6.6726789959,3.0848588948,7.337220296,12.8747802179,3.2163107236,2.918878059,4.8676499641,9.8077618913,2.2701683562,5.0505095771,11.9579287128,8.3946243105,5.6634667266,4.8710375672,6.2023641733,2.7915620437,2.6657655125,9.639541538,1.3240727548,0.9752420397,4.8710610928,9.1467091622,8.2201963695,11.1633286058,7.2872188663,11.5858037066,7.5486274095,5.9130725921,7.6103211326,4.766031967,10.1248263951,11.8353416037,10.8366492405,8.0250857326,8.5246427226,5.5874525596,7.5053890615
55,0.9073661711,4.7847687418,0.940563311,4.7381943734,4.5152302862,9.0610188444,4.9173190871,9.8699635151,7.9355333396,9.2257562503,2.8768606542,9.2439756504,5.5723350466,3.8864897508,8.3541765317,6.7966681542,3.1356108789,9.7231985942,6.850743806,7.9622538162,9.6537090502,7.8173008502,9.7238693479,12.212975937,3.6496784388,6.7807567447,12.3948961171,10.1988312578,11.7573658646,5.7117860205,9.2468175336,9.1935813921,12.616800497,6.1611600131,5.4403076365,1.8094713325,5.6674778122,4.2525361445,9.1569670797,7.0088800286,12.1086411504,4.220654889,7.581234238,3.7084727176,7.847446116,8.6615644246,11.7116874823,8.8456614934,6.1704647899,10.7788746918,1.8099545693,6.9685441369,5.9128871048,7.6798960237,7.699050086,8.6218128666,5.1915531262,6.2806895844,11.1545141109,10.5923793026,5.5854967474,8.0853730418,10.4878611104,7.1965598288,7.6439145027,3.0080475799,6.7448100559,11.5186326547,2.9205813512,2.1239311545,6.0008638026,11.197482708,2.1898610525,4.6123189017,11.5739240208,8.7413196735,6.9595752188,5.0549801649,6.293766377,2.1597717602,2.8620329907,9.644770328,2.6053079349,1.7387817128,4.5394847157,9.8952045881,9.5948443046,10.2361435662,8.2053071195,10.1461584164,7.8268250811,6.1207685295,8.1095992066,4.8561678707,10.1662338826,12.6522827046,10.468890511,8.1329737528,8.2255069029,6.2799723629,6.5441362354
56,0.7372487704,4.4118976474,0.8049272019,5.3058715986,3.5346016501,8.644255066,4.8634163427,10.7409913277,6.8815853126,9.5952874159,3.1109384498,8.3205530093,5.2444681865,2.6898906103,8.0648736681,6.7217822689,3.274390381,11.7049802007,8.1132634696,6.6590002742,9.0774951603,9.12477645,9.6576277727,12.4604441707,4.1012064117,5.1927594071,11.4271741217,10.202549635,11.6466987482,6.1951439396,9.3139065096,8.7436044598,12.3857673141,5.4360463792,5.8904312836,2.1595770181,4.3658694647,5.596651679,8.1996548941,7.2220567579,10.930704067,4.0318067366,8.0761058836,3.5981165563,5.9260862611,10.1355293529,9.9756542937,7.9149342411,6.1162731307,9.3966372547,1.7855304866,7.1485996736,6.2555207133,6.5189633843,8.3632566032,8.6348188826,6.1820837865,6.9793257208,11.0437571457,11.5133958636,7.2908273991,8.1946409238,8.2893882793,7.4124251295,6.9761946052,3.7657480384,6.6977445144,10.3078617261,3.5233030651,3.5658245202,6.4927231876,10.0763088784,2.9759839701,6.4030298632,11.3209374029,9.0896280604,8.3271270732,6.2578046971,6.7397568773,2.3314686629,3.3362563143,7.6228938304,2.5763755681,1.3077442051,3.8600414185,9.3208176908,9.6859035049,10.0585038741,7.8706589359,11.1963352503,7.2808750657,6.8038437839,8.0770894036,5.0710009219,11.2463990208,13.1407343957,12.1799666441,8.1444504822,7.9902744253,5.907427821,5.3637149861
57,2.5749327783,4.4344832355,0.5439867588,5.5085674159,3.3144343987,8.7067372286,5.1315091585,12.5780322443,5.0275605972,10.4219737536,4.1595276566,9.8842490822,6.2635664927,2.2990444535,7.1098943143,4.7093837438,3.7448017845,13.2514164358,7.0166175393,6.8783158189,7.7860241512,9.2526650018,9.8537668505,12.5942519234,5.9735316112,6.1354139374,10.8541076514,9.8743668901,11.2397951797,5.2488139128,7.8969562278,7.8227513578,12.1032861564,6.6435705576,7.327356189,4.2116023737,2.7409332098,4.5466994402,8.3342750224,6.7638254198,12.9464314375,3.4300886372,9.0825056949,2.7474758331,8.265090922,10.3976546445,10.3314233684,7.4628893228,5.6812861923,8.6631448037,2.5641596647,6.2140257293,7.473559526,7.0264699675,8.7348621386,8.9127124485,6.6005178993,6.6259564463,11.1667184141,12.6102697304,6.0049776508,8.280876318,9.0337896244,7.5497812498,6.4094736068,2.7241793436,5.845718357,12.3514115957,4.9255369881,3.0344661057,7.3447408792,11.9889549093,3.6989203523,5.5249335024,13.4751033876,8.1830857918,8.226527484,8.1180723437,5.3370053589,2.412939633,5.7861221072,6.7266952073,2.1175134037,0.9843089932,4.5008700907,7.8699894219,10.2005115441,10.5725249916,5.5409931776,10.910896005,6.4540156625,4.9902711351,7.3958035104,6.0059318309,11.5286423672,12.5202144652,11.4131025643,9.0950074717,8.5957105494,6.5136098608,4.7446358324
58,2.2794796753,3.805079749,1.2357665314,4.0423430708,3.2314167024,10.050888265,5.2720821328,12.4438996894,5.1421342731,11.5380352754,5.0378006027,10.0588939521,6.8342853576,2.4519372954,9.206543766,5.8238229431,4.4984213555,10.8675901141,6.96298582,5.9536795957,8.2567677351,7.8568354523,8.6102964758,10.803320113,4.573096435,6.3139281652,11.8188494778,8.3978118383,10.783761545,5.4031949795,9.1013840345,6.7680115997,13.6097112969,5.8609608955,7.2386703215,2.874051143,2.0344664854,3.4195401279,9.3915529513,5.5481470405,13.3449532483,2.2925660947,8.5066981399,1.9819426808,8.4028912761,11.3134780543,9.5090832007,6.2459936907,5.516492984,9.7467279313,3.6079549521,6.651972445,7.8054214293,6.709804893,9.5616144952,9.4633069808,4.9292714289,7.0163264563,11.6908099787,13.715298061,5.9883678974,8.8430831249,8.8465138148,6.6592098075,5.6739431949,2.3260364704,7.6674268538,11.3974002451,5.2517489161,3.663686288,7.0755212749,10.6434185524,3.8740942919,5.5514229865,12.2088787576,7.6865383441,7.6606164831,9.0934897339,5.8508906251,1.8741122473,5.7129740202,4.5666433704,2.8467372031,1.8670507217,4.2932795152,7.5170601771,11.6354640601,10.1611129347,5.0271364224,12.1545426472,6.6620290044,6.2708527132,7.1364523229,5.3278400235,10.6580576698,9.4352074861,9.3896836409,10.2042080494,9.5945125135,6.7725849605,5.699917731
59,0.632852601,3.9485953,2.8223236827,4.0289891609,4.5288095408,10.4001058406,5.1596188062,12.8247431825,6.4142244417,10.3605137983,5.6873305742,8.3791493934,6.5983754974,3.0372863453,6.8619747194,6.0867425814,6.8485982558,11.2937174496,7.2891594723,5.444450606,7.629987599,5.6697573879,9.7971781683,10.0047685416,5.4268601681,5.4235234623,12.4905261433,7.5067404695,10.4822460825,6.1230828618,8.4278548987,7.6492303564,10.839189149,5.7898654991,5.2825973244,3.5076691641,2.0926365347,4.3542287341,8.3695077158,6.2593561014,11.7913426648,3.1153114918,8.546827255,1.860355737,7.2426264784,10.8144066841,7.9556747474,6.1105975344,5.0541837379,7.8264017604,2.062334885,7.017739252,7.7350026451,5.6478242641,9.028805888,10.1731443612,5.7058453939,7.6916193025,12.5728060609,13.7665940663,8.0338119147,7.5976273781,9.8703293271,8.0191525103,4.3842947037,2.9208750826,8.2145071719,12.1348722846,4.4753962815,3.1078411115,6.238598267,11.1904756211,3.8175060732,5.579988738,9.1036275063,6.683788483,6.7982608635,8.8517845965,5.9748107684,4.1329257987,6.6184896158,2.7462826262,2.6778647049,2.9707713938,6.0924429053,8.6902339113,11.8338465426,10.0066902498,5.8684756703,10.2201266054,6.5110187512,6.7336363549,7.7909780972,4.9162669718,10.6211016053,7.9371707108,7.4695163263,10.4380562421,10.1101689306,7.3634933111,5.109967534
60,2.1879982909,5.0502864846,2.605973975,4.1926975915,6.9478309474,10.8687862108,5.7155892929,13.9337693931,8.0944943754,10.7645418753,5.5667444513,8.6282335678,6.3679407697,2.4244766163,7.1847171097,6.9193883123,7.3691851871,11.6956956014,9.1572279155,5.719811644,8.422757575,7.0152550672,9.8627059728,11.821406674,4.9301902097,5.7636436762,12.3015123491,6.2537334293,8.6930206295,6.2969017749,7.1094641806,6.7806126109,12.5112725959,6.8564123673,3.9707701667,3.2689155918,2.4865390038,3.7609719766,8.5415330794,5.4642725614,11.9552009017,2.3006610255,8.5164439774,0.9412479766,7.2582548805,12.3699625675,7.5462134267,4.7195896894,6.3531662613,8.4591300369,1.6841240398,7.0455970392,7.6174598016,5.5994104865,10.0654997348,10.1340524744,5.9712005037,7.2356328372,10.9324441946,14.4373505556,8.0723075412,6.8797835744,10.4019146398,7.6624859336,4.2458614541,4.3279123557,7.4636382665,12.5308235573,6.8184917949,3.2115527122,8.3780551043,10.5028950526,4.5593143077,7.7048574667,7.4852547628,8.1362201365,6.4558488586,8.5433148021,6.4478032389,6.8434055958,6.4434385375,1.9099534269,2.2210359265,3.8631410154,6.7278865428,10.3425106054,13.0195814449,10.3616777362,7.7110809692,10.2865660925,6.3649154761,7.5564151369,8.4737717532,5.1212725981,10.1807640165,7.0433207886,8.6698762339,10.4874084777,9.9893380241,8.4211778658,5.4659665109
61,2.3476295694,4.1178461846,2.7761726148,5.6982010822,5.5214249103,10.3784484711,4.9915002379,12.7063954655,8.6445429783,10.9664111669,5.6124221916,8.2562903209,5.7920020653,1.8108332232,5.6730033982,5.5911514379,7.5611401114,10.554138668,9.3046451331,6.1960691937,7.5928701207,8.3410845498,9.9907291804,11.2264811633,3.7887539735,6.0395049215,12.7395069747,7.211091107,8.5943218188,6.5661891216,7.2674888592,8.1353981714,14.0667864134,6.5800584479,4.5270064083,4.1686684695,1.8265488555,2.6961895098,7.679894874,3.8274396872,10.6688937541,3.1200634202,8.3948709183,1.8883414882,7.632699242,12.2299438406,7.5095482005,3.9091850324,6.9676490049,8.1769792771,1.6986812278,6.9287656914,8.6591072192,6.7582872178,9.0922573665,8.6227123106,5.4283699658,5.8489090258,10.0481494185,13.2017646948,7.8250494175,7.0292728606,11.7017445717,6.7960026296,6.7997507616,3.7920177013,6.1668362061,13.5668377362,5.9148401564,3.929910967,6.5846754829,10.7240348166,6.7344111307,5.8093840782,7.8003689363,7.8644997758,7.2744176635,6.7162408154,7.9471244739,7.5503152941,5.9531582452,3.0679416474,3.2715161478,3.5062669048,9.5238506755,11.5209869164,11.8259890238,9.3729693133,7.4432191152,10.0140320637,7.1832616729,6.5631662218,11.0400147276,5.9592773112,10.6405688272,3.3018898843,8.6444858977,11.4121188131,10.9425858363,6.0604221571,4.7166229231
62,3.3681808038,4.8857490052,2.7971524605,5.4133868036,5.3197286799,9.9785156875,6.0421746252,11.6246766579,7.560216535,9.928985732,6.0059816308,8.149759008,6.7022473637,1.2365002553,5.8642667678,5.5326565648,8.492743886,11.3212236371,8.9650823192,5.1096313664,8.5385153953,8.3258263418,10.5667621475,11.1735667503,4.1305558005,5.4421548058,12.4408096195,6.8912706527,8.7396359603,7.8183061469,5.5564189662,6.7347238225,12.4619886851,7.9646502076,4.998499343,4.4272744077,2.5730702743,3.3840633687,8.9134478023,4.4545581269,10.1597199469,4.8208907605,9.5069348571,1.9561041041,7.5574881842,12.5305498776,7.0905736522,4.8553394508,6.2407414991,7.13983429,2.5087298013,5.7587364253,7.2277214599,7.2744960476,9.2471815395,8.4542650473,7.7358353885,6.3034906195,10.2287681935,12.6868032384,7.5924934506,7.2809451199,11.9504336905,8.1456347319,6.801989706,3.0249523825,5.7090949509,14.3412009086,5.6504405683,3.7896747585,6.4139788975,11.7336315554,7.2273844417,6.8938549896,7.4025194133,8.3409206024,6.5871521113,4.946228487,8.4571397319,7.1754707313,5.2914306196,4.6478506924,2.0314303309,3.7016728373,10.347240375,12.1884810482,10.720899011,8.2539276083,7.9476860246,9.1189999425,8.4901273265,5.4022838012,10.0854203601,5.4990251131,8.5109757022,4.0609873208,9.275554971,11.1333513978,12.0726389079,6.4802458124,4.768247294
63,4.1257342808,4.938831075,3.4307806064,5.5638822634,6.9357856005,10.79815063,4.1226563939,10.2765024819,7.8304012977,9.3305017615,6.588382967,9.3476365806,5.5283623634,2.3772664528,8.184174405,5.4275900651,8.6326065978,9.8028604145,7.2342033557,6.0876073996,8.1535917576,9.3147585493,11.9552328204,10.7550353572,5.9370102033,6.2893805003,12.4180968796,6.3110463954,9.1180918966,8.2958705585,5.2804171474,6.4269502026,12.1147089572,8.2025592869,5.6991648651,4.5365176717,3.7676968648,3.5815295688,9.009594698,4.2532309741,11.078896865,5.0649891749,9.4764256587,1.7733398662,5.7944969168,12.007140359,7.4476203111,5.4335177866,7.8879821039,8.6305465564,3.939425309,6.378216802,7.4544764515,8.0504663887,9.070949655,7.1704675278,6.08089765,5.2842136643,10.3015335652,12.7903090704,7.1830731589,7.7605365745,11.5513460116,7.0251751769,5.6705641424,2.4455275906,3.70052982,13.9280952537,5.770530984,4.281769057,5.4672579204,12.0744390775,7.674181132,6.0203148055,8.0095846625,7.534499475,6.182786275,5.0287051951,8.7104742136,8.3351605758,5.0382429209,3.5322563897,2.2582742912,4.4853020901,8.9454218194,10.6733681384,9.9515783266,9.0664963787,7.5156562134,9.1969442601,9.0854540329,6.4688683038,9.3967177333,5.4270899545,7.8123498887,5.7778243838,7.3177997437,12.5166694018,10.7087016761,6.5409978198,4.901608012
64,4.5538729602,5.2590413674,4.46504872,4.2130874979,8.1046280115,10.3915149789,4.4465360953,9.7732455366,6.5930992946,9.4577322988,5.9819239771,9.2620450378,6.0199566876,2.8037585421,9.9983486645,7.105418266,8.468674911,11.6438399402,7.5937584019,7.1490022089,7.7040017559,9.2451231068,11.5928232029,9.6208044442,6.330935601,6.2730265933,11.2025866124,5.4739654503,7.7168349121,7.6542150347,5.7525388391,7.0148864109,14.3151036534,6.9075385309,5.466920001,3.1738123297,5.3606771632,3.1596565163,8.5652144319,5.3124242212,9.6935686565,5.0333943538,10.6546228532,2.644164873,5.1157059971,11.8424567921,7.2868748076,8.2087911235,6.2618000329,5.9219574498,5.1813982627,5.7814721658,8.0790848961,7.4449452336,10.0694598108,5.1138342805,7.6388528217,5.1452676656,10.9515087518,13.0721716421,7.6519290023,8.5092268299,10.061316449,6.3155834132,5.0674777439,2.3455617019,4.3098071797,12.2412940232,4.9154401401,5.4245338822,6.5597540576,12.6453383521,8.7864239953,7.5710276878,7.3445225271,9.7538237391,7.5499498943,6.1718534395,8.3972506957,8.6058075706,4.271461145,5.4403175765,2.2775034155,4.4246129754,7.9411969829,10.6065702491,10.7559708552,7.280934647,6.875305331,9.6258086461,7.5292005192,8.0847451103,8.5192206555,6.5102174362,6.0067264558,7.727829853,6.2578813725,13.4297474777,9.3553809265,6.3685199685,6.2672158339
65,4.4881577378,5.3106013052,3.8508939539,4.7084043403,9.3924374696,10.8864726926,6.026711261,10.3401437877,5.760105945,8.5991050014,5.901312738,9.3272395925,7.6218363799,4.020594737,8.872037382,6.7637894962,8.2569983346,12.5137044441,7.5789437604,8.0629200337,7.7678415993,9.5213962239,11.1701449541,9.2080301937,5.5131550351,5.5234211487,11.1406111142,5.7724839878,5.7594387583,5.4920998467,6.242165666,7.181722124,13.3512024562,6.9548356543,4.8430168807,1.8002579726,5.5978219138,5.9003168051,6.7773808429,6.1791539092,10.3857227406,3.2858607837,10.8729708022,3.1520643441,4.0420363203,11.0641830359,6.2765783198,8.0550124153,4.8011801746,7.2299185459,7.0754273254,5.957083079,7.1652987798,7.199395774,9.890897378,3.8163179402,7.817279237,5.6053944061,10.5613178377,11.2631703743,8.2730022544,7.9053649215,10.5214236154,6.4500798082,6.7951185239,1.8789473239,4.1335439233,12.7878501415,6.2829317106,5.7175696508,4.7154460717,12.9544975118,8.8073240447,7.1468996074,8.3265988379,9.1400031239,8.005820877,6.5680811279,7.3063295296,9.848875495,5.3792560152,5.7284770022,3.971952776,6.0802333922,8.1133557436,10.9968554408,9.9935182502,5.6854217159,7.2750006797,8.3127957077,8.9263246031,7.6083120568,9.6113741847,5.3387197301,7.5218577217,5.3072850515,5.1321702773,13.0726364877,8.8022870237,6.9452418784,6.2533032866
66,5.2159998436,5.7922823208,4.3204617871,4.6573875405,9.4046073554,10.8330028974,4.7539150519,11.4239660198,6.5233176564,8.3021487704,7.1387299828,9.727485773,8.0060992433,3.2799375467,9.0390628491,6.541687251,7.5929005087,12.573021043,7.1901839952,9.0965366768,7.6784247481,9.6006191496,10.3690615735,8.2926590861,5.0851264532,5.9769903443,11.8782744627,6.536968759,6.0169795754,4.4642663438,6.752539066,7.0310744534,12.6952576516,6.7000674292,4.5716198155,1.0490183846,3.6332897592,7.235538603,7.4212896702,7.6067526592,10.9506659957,4.4043716122,9.7944098566,1.4724215919,3.5615657416,13.0014263896,5.9762370931,8.5983917758,6.1381788789,7.6534302895,6.8477989995,6.2804294152,7.6908351507,6.6972813442,7.9097534799,4.1974262191,7.8174833965,4.753970538,10.2224717127,9.4399773252,8.5299771633,6.6132012692,9.6585548517,7.610295313,6.4609525446,1.3574070335,4.4277817614,12.1238079097,5.8980162249,6.5085754891,5.2699446289,14.4057811109,10.248058246,8.2283216373,8.7318148619,8.868879581,7.6849698856,4.4844765955,7.6577176621,9.7891854185,4.3012227605,5.8800457274,4.2057393106,5.570603233,10.5046890704,11.9352217239,8.9527370654,4.0106036555,6.0069802042,8.3567440986,8.6242109292,6.9967995145,9.3290171258,4.826620207,6.8057610331,6.7362245713,3.9386113583,12.1350610816,8.9664721457,5.3056390987,5.7753428718
67,4.9692891747,5.4909052981,4.0925885149,3.8476817427,7.6781526306,10.885601419,4.9803936812,11.6343015312,6.3231649439,9.2809453268,7.760279306,10.9046526545,9.7075554315,3.1368997942,10.2040390641,6.6805052823,8.8950558837,13.5828450669,8.5141232798,9.8942807426,7.4971605723,9.3257877602,10.4958690805,8.5310862081,5.626114188,4.9945986972,11.4823872232,6.2521224414,4.9997061043,4.4192519614,6.8724034331,7.4791208197,11.3973741061,7.0112481288,6.557562351,0.5888420909,4.5727754924,6.8155595748,6.9062432522,8.7644231962,11.5855183981,4.0245172804,9.0903123303,0.7003214391,2.1163660896,12.0463059425,4.7171280923,9.3032302512,5.7426536235,7.9464883864,6.3078620935,5.2968078022,8.0807098799,7.7080078012,8.5321965584,3.9210999663,6.8667535928,4.8726207315,10.178934692,8.9357671433,7.8577419388,7.1545020842,8.0749496571,9.2396576425,5.5709121721,2.8666013414,3.9765391397,11.4099401896,6.6019145338,7.4949051165,6.3157519031,13.4467834149,9.5337104275,7.5122652645,10.1015363009,8.7624984301,8.2069720663,2.1503184528,8.8526207931,8.3765471526,5.7986615869,7.3080543482,2.9146285411,5.118176118,9.2072200117,12.2433156714,7.642518902,4.17981242,5.5416822374,9.2553115659,7.3742606987,7.7241713518,9.9647560302,4.5846209356,7.21846058,5.0581572672,3.3120276233,11.656533144,10.0408060216,4.1619503417,4.7751574569
68,5.2027051011,5.3433359474,5.2761418189,4.6211582151,8.1687215217,10.8162107156,4.5288830861,10.4497548311,6.2374983826,8.6395358396,7.4379222208,9.9588515248,9.8694332139,3.85716281,11.5845276282,5.7882430895,8.1250128194,12.0516523881,8.4460887006,10.435390853,7.8002843828,10.3413070673,10.1837853881,6.9189275742,5.8484112607,4.2865007805,11.3723926238,7.9691036615,6.9898703395,4.1991701591,7.4498927438,7.0906113325,11.2983290901,9.1164424991,7.0468801789,0.9907112967,4.8618389244,7.1121709378,7.9011846306,7.9839102145,11.746864602,2.0963586187,8.6705701848,1.3515451745,2.7213511965,11.2834195737,5.1360319261,8.8895684498,6.8898250104,9.4023186186,7.3059822879,5.0580770503,8.0401103853,7.1643104255,7.5963876233,2.6193314879,5.0761002108,4.4073595931,9.1906766177,8.4485304466,7.3450174929,6.5327099083,6.3442575988,9.0167869196,3.7101919027,2.2217408286,4.2968791061,10.7351514594,6.1205795873,6.4752179498,5.7082704506,13.1229922866,9.2691772258,8.5294356409,7.7749820002,7.6200914188,8.3210891402,1.9057815189,8.0311152726,8.8877302614,6.491488107,7.4967597954,3.322082532,7.0803866989,8.9647976972,12.8197959728,8.5721307463,2.766121903,6.5184063721,9.1062368357,7.740959918,7.2666721286,9.7245687219,4.0706038772,6.0836517487,4.8810331542,3.9593953604,10.8856670556,9.9302917529,3.9360033592,4.6961614417
69,6.5639562003,5.0049150272,6.8336216183,3.7818043684,8.1166140163,11.1430695112,4.8591452339,11.0128010984,4.1183749636,6.7910422955,7.3446408095,11.9696679247,10.4250823783,3.6895451142,12.7709472533,7.2169249246,7.1322656624,11.3422323235,8.7876464727,10.4067429403,7.5072527593,8.9159049836,9.2525940316,8.6276360118,6.0719428112,4.639831144,12.0567282998,8.1917588462,7.7580025759,5.2708326646,7.5492971519,7.3148416002,12.3691734285,9.2383627811,6.2459366983,0.7079305502,5.4726923826,7.6276858469,6.9629656678,6.6315728824,11.0596876639,2.9996447959,9.3342882975,3.4573639305,3.9377459938,11.00483671,6.244760918,8.449507649,6.8731262741,8.7044811548,4.9104764304,6.8607809287,7.3073086232,5.4514312783,8.4783572699,4.2406353104,6.25977828,3.8791461982,8.089992471,6.8238485165,7.6015804227,6.0080461232,5.4881693616,8.6514230683,1.6611384851,2.8596029476,2.8222455983,12.2228773024,6.4095895192,9.3365741877,4.6516322025,11.3170909953,9.6206449009,8.872475222,6.869111376,8.3134005636,8.5524645756,1.9510921704,9.1544642868,6.7797998946,6.6989499464,8.3227082717,3.9722365494,8.0145837424,9.3625312872,13.635435758,7.7166390179,3.3771827912,7.7890897356,9.6236701088,6.806240908,8.0884769821,10.3608861007,3.8192725193,6.8780540783,5.3348324857,3.5735187903,10.6531061247,8.780136708,2.2892696406,5.3489141638
